Codigo_do_alimento; Descricao_do_alimento ;Tipo;Codigo_da_preparacao;Descricao_da_preparacao;Colesterol_(mg);AG_Saturados_(g);AG_Mono _(g);AG_Poli_(g);AG_Linoleico_(g);AG_Linolenico_(g);AG_Trans_total_(g);Acucar_total_(g);Acucar_de_adicao_(g)
6504701;Mix de cereais;Farinhas. feculas e massas;99;Nao se aplica;0;0.71;3.21;1.66;1.55;0.09;0;26.22;19.32
6504801;Miojo;Farinhas. feculas e massas;99;Nao se aplica;8.28;2.36;1.82;2.49;2.21;0.28;0.2;4.48;1.73
6504802;Macarrao instantaneo;Farinhas. feculas e massas;99;Nao se aplica;8.28;2.36;1.82;2.49;2.21;0.28;0.2;4.48;1.73
6505101;Sustagem;Farinhas. feculas e massas;99;Nao se aplica;12.33;0.32;0.13;0.02;0.01;0.01;0.03;57.58;32.26
6505601;Proteina de soja;Farinhas. feculas e massas;99;Nao se aplica;0;0.83;1.16;3.02;2.67;0.35;0.03;0.22;0
6505603;Proteina vegetal;Farinhas. feculas e massas;99;Nao se aplica;0;0.83;1.16;3.02;2.67;0.35;0.03;0.22;0
6505701;Complemento alimentar de qualquer sabor;Farinhas. feculas e massas;99;Nao se aplica;12.33;0.32;0.13;0.02;0.01;0.01;0.03;57.58;32.26
6505902;Sucrilhos de milho light;Farinhas. feculas e massas;99;Nao se aplica;0;0;0;0;0;0;0;0;0
6506003;Mini pizza semipronta light;Farinhas. feculas e massas;4;Assado(a);21.88;5.12;2.36;0.43;0.34;0.09;0.17;2.19;0.44
6506302;Macarrao instantaneo light;Farinhas. feculas e massas;15;Sopa;8.28;2.36;1.82;2.49;2.21;0.28;0.2;4.48;1.73
6506302;Macarrao instantaneo light;Farinhas. feculas e massas;99;Nao se aplica;8.28;2.36;1.82;2.49;2.21;0.28;0.2;4.48;1.73
6506401;Proteina de soja organica;Farinhas. feculas e massas;99;Nao se aplica;0;0.83;1.16;3.02;2.67;0.35;0.03;0.22;0
6573225;Macarrao com carne;Farinhas. feculas e massas;99;Nao se aplica;9.43;0.74;0.83;0.83;0.73;0.09;0.08;1.4;0.16
6573226;Macarrao com peixe;Farinhas. feculas e massas;99;Nao se aplica;34;0.72;0.87;2.16;1.63;0.22;0.02;0.28;0
6600101;Cocodabaia (seco ou verde);Cocos. castanhas e nozes;99;Nao se aplica;0;29.7;1.43;0.37;0.37;0;0;3.5;0
6600301;Castanha portuguesa;Cocos. castanhas e nozes;99;Nao se aplica;0;0.26;0.48;0.55;0.49;0.06;0;4.15;0
6600401;Pinhao;Cocos. castanhas e nozes;99;Nao se aplica;0;0.3;0.1;0.2;0.22;0;0;0;0
6600501;Amendoa;Cocos. castanhas e nozes;99;Nao se aplica;0;3.88;32.16;12.21;12.21;0;0;4.8;0
6600601;Avela;Cocos. castanhas e nozes;99;Nao se aplica;0;4.46;45.65;7.92;7.83;0.09;0;4.84;0
6600701;Castanhadopara;Cocos. castanhas e nozes;99;Nao se aplica;0;15.14;24.55;20.58;20.54;0.04;0;2.33;0
6600801;Castanha de caju;Cocos. castanhas e nozes;99;Nao se aplica;0;9.16;27.32;7.84;7.66;0.16;0;6.2;0
6600912;Butia;Cocos. castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0
6601108;Tucuma;Cocos. castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0
6601208;Coco de mucaja;Cocos. castanhas e nozes;99;Nao se aplica;0;7.1;25.3;6.5;6.18;0.3;0;0;0
6601501;Noz (nogueira);Cocos. castanhas e nozes;99;Nao se aplica;0;6.13;8.93;47.17;38.09;9.08;0;2.6;0
6601706;Acai ;Cocos. castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0
6601707;Jucara;Cocos. castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0
6601709;Uacai;Cocos. castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0
6601712;Jussara;Cocos. castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0
6601805;Pupunha;Cocos. castanhas e nozes;99;Nao se aplica;0;0.13;0.1;0.2;0.18;0.02;0;0;0
6601902;Bacaba;Cocos. castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0
6601904;Bacabucu;Cocos. castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0
6602001;Castanhadaindia;Cocos. castanhas e nozes;99;Nao se aplica;0;15.14;24.55;20.58;20.54;0.04;0;2.33;0
6602201;Pistache;Cocos. castanhas e nozes;99;Nao se aplica;0;5.44;23.32;13.46;13.2;0.25;0;7.64;0
6602301;Buriti ;Cocos. castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0
6602401;Coco ;Cocos. castanhas e nozes;99;Nao se aplica;0;29.7;1.43;0.37;0.37;0;0;3.5;0
6602601;Pataua ;Cocos. castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0
6700101;Alface;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.02;0.01;0.08;0.02;0.06;0;0.79;0
6700201;Bertalha;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.41;0.59;1.57;1.3;0.26;0;0.89;0
6700301;Chicoria;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.05;0;0.09;0.08;0.01;0;0.5;0
6700301;Chicoria;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.6;0.83;2.21;1.86;0.34;0.02;0.9;0
6700301;Chicoria;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.6;0.83;2.21;1.86;0.34;0.02;0.9;0
6700301;Chicoria;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;0;0.6;0.83;2.21;1.86;0.34;0.02;0.9;0
6700304;Escarola;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.56;0.81;2.13;1.88;0.26;0;0.65;0
6700501;Couve;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.06;0.03;0.2;0.08;0.11;0;1.63;0
6700501;Couve;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.05;0.03;0.17;0.07;0.09;0;1.41;0
6700501;Couve;Hortalicas folhosas. frutosas e outras;5;Frito(a);0;0.39;0.58;1.56;1.29;0.26;0;1.41;0
6700501;Couve;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.39;0.58;1.56;1.29;0.26;0;1.41;0
6700501;Couve;Hortalicas folhosas. frutosas e outras;8;Molho vermelho;0;0.04;0.03;0.15;0.07;0.08;0;1.98;0
6700501;Couve;Hortalicas folhosas. frutosas e outras;10;Ao alho e oleo;0;0.39;0.58;1.56;1.29;0.26;0;1.41;0
6700501;Couve;Hortalicas folhosas. frutosas e outras;11;Com manteiga/oleo;5.35;1.33;0.55;0.25;0.14;0.1;0.08;1.41;0
6700501;Couve;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;0;0.05;0.03;0.17;0.07;0.09;0;1.41;0
6700501;Couve;Hortalicas folhosas. frutosas e outras;13;Ensopado;0;0.39;0.58;1.56;1.29;0.26;0;1.41;0
6700501;Couve;Hortalicas folhosas. frutosas e outras;14;Mingau;0;0.05;0.03;0.17;0.07;0.09;0;1.41;0
6700501;Couve;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.05;0.03;0.17;0.07;0.09;0;1.41;0
6700601;Couveflor;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.07;0.03;0.22;0.05;0.17;0;1.8;0
6700601;Couveflor;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.07;0.03;0.22;0.05;0.17;0;1.8;0
6700601;Couveflor;Hortalicas folhosas. frutosas e outras;5;Frito(a);0;0.6;0.89;2.34;1.92;0.42;0;1.8;0
6700601;Couveflor;Hortalicas folhosas. frutosas e outras;6;Empanado(a)/a milanesa;51.39;1.59;2.27;4.63;3.97;0.62;0.01;2.04;1.23
6700601;Couveflor;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.6;0.89;2.34;1.92;0.42;0;1.8;0
6700601;Couveflor;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;0;0.07;0.03;0.22;0.05;0.17;0;1.8;0
6700601;Couveflor;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.07;0.03;0.22;0.05;0.17;0;1.8;0
6700701;Espinafre;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.04;0.01;0.11;0.02;0.09;0;0.89;0
6700701;Espinafre;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.04;0.01;0.11;0.02;0.09;0;0.89;0
6700701;Espinafre;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.41;0.59;1.57;1.3;0.26;0;0.89;0
6700701;Espinafre;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;0;0.04;0.01;0.11;0.02;0.09;0;0.89;0
6700701;Espinafre;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.04;0.01;0.11;0.02;0.09;0;0.89;0
6700801;Mostarda (verdura);Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.01;0.09;0.04;0.02;0.02;0;0.7;0
6700801;Mostarda (verdura);Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.01;0.11;0.05;0.02;0.02;0;0.5;0
6700801;Mostarda (verdura);Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.48;0.87;1.92;1.68;0.24;0;0.5;0
6700801;Mostarda (verdura);Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.01;0.11;0.05;0.02;0.02;0;0.5;0
6700901;Repolho;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.03;0.02;0.02;0.02;0;0;3.21;0
6700901;Repolho;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0;0.02;0.02;0.01;0.01;0;2.78;0
6700901;Repolho;Hortalicas folhosas. frutosas e outras;5;Frito(a);0;0.47;0.71;1.77;1.55;0.22;0.02;2.78;0
6700901;Repolho;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.47;0.71;1.77;1.55;0.22;0.02;2.78;0
6700901;Repolho;Hortalicas folhosas. frutosas e outras;9;Molho branco;0;0;0.02;0.02;0.01;0.01;0;2.78;0
6700901;Repolho;Hortalicas folhosas. frutosas e outras;10;Ao alho e oleo;0;0.47;0.71;1.77;1.55;0.22;0.02;2.78;0
6700901;Repolho;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;0;0;0.02;0.02;0.01;0.01;0;2.78;0
6700901;Repolho;Hortalicas folhosas. frutosas e outras;13;Ensopado;0;0.47;0.71;1.77;1.55;0.22;0.02;2.78;0
6700901;Repolho;Hortalicas folhosas. frutosas e outras;15;Sopa;0;0.04;0.03;0.03;0.03;0.01;0;3.28;2.52
6700901;Repolho;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0;0.02;0.02;0.01;0.01;0;2.78;0
6701101;Cebolinha;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.02;0.01;0.04;0.04;0;0;2.09;0
6701301;Agriao;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.09;0.05;0.32;0.13;0.17;0;1.6;0
6701301;Agriao;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.03;0.01;0.04;0.01;0.02;0;0.7;0
6701301;Agriao;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;0;0.03;0.01;0.04;0.01;0.02;0;0.7;0
6701301;Agriao;Hortalicas folhosas. frutosas e outras;13;Ensopado;7.42;1.8;0.73;0.14;0.11;0.03;0.11;0.7;0
6701301;Agriao;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.09;0.05;0.32;0.13;0.17;0;1.6;0
6701401;Taioba;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.2;0.1;0.4;0.12;0.25;0;0;0
6701401;Taioba;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.05;0.03;0.17;0.07;0.09;0;1.41;0
6701401;Taioba;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.39;0.58;1.56;1.29;0.26;0;1.41;0
6701501;Acelga;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.03;0.04;0.07;0.06;0.01;0;0.6;0
6701501;Acelga;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.04;0.02;0.06;0.01;0.05;0;0.67;0
6701501;Acelga;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.63;0.89;2.27;1.96;0.31;0.02;0.67;0
6701501;Acelga;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.03;0.04;0.07;0.06;0.01;0;0.6;0
6701505;Beterraba branca (acelga) ;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.04;0.02;0.06;0.01;0.05;0;0.67;0
6701601;Almeirao;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.05;0;0.09;0.08;0.01;0;0.5;0
6701601;Almeirao;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.06;0;0.11;0.1;0.02;0;0.65;0
6701601;Almeirao;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.56;0.81;2.13;1.88;0.26;0;0.65;0
6701601;Almeirao;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;0;0.06;0;0.11;0.1;0.02;0;0.65;0
6701602;Radite;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.05;0;0.09;0.08;0.01;0;0.5;0
6701602;Radite;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.56;0.81;2.13;1.88;0.26;0;0.65;0
6701602;Radite;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;0;0.06;0;0.11;0.1;0.02;0;0.65;0
6701704;Brocolis;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.04;0.01;0.04;0.02;0.02;0;1.69;0
6701704;Brocolis;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.08;0.04;0.17;0.05;0.12;0;1.31;0
6701704;Brocolis;Hortalicas folhosas. frutosas e outras;6;Empanado(a)/a milanesa;49.88;1.87;2.82;6.03;5.26;0.74;0;1.21;0
6701704;Brocolis;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.5;0.72;1.86;1.54;0.32;0;1.31;0
6701704;Brocolis;Hortalicas folhosas. frutosas e outras;10;Ao alho e oleo;0;0.5;0.72;1.86;1.54;0.32;0;1.31;0
6701704;Brocolis;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;0;0.08;0.04;0.17;0.05;0.12;0;1.31;0
6701704;Brocolis;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.08;0.04;0.17;0.05;0.12;0;1.31;0
6701801;Serralha;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.04;0.01;0.11;0.02;0.09;0;0.89;0
6701801;Serralha;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.04;0.01;0.11;0.02;0.09;0;0.89;0
6701801;Serralha;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.41;0.59;1.57;1.3;0.26;0;0.89;0
6701901;Caruru;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.05;0.03;0.17;0.07;0.09;0;1.41;0
6701906;Cuxa;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.05;0.03;0.17;0.07;0.09;0;1.41;0
6701907;Vinagreira ;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.05;0.03;0.17;0.07;0.09;0;1.41;0
6701913;Cariru;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.05;0.03;0.17;0.07;0.09;0;1.41;0
6702001;Rucula;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.09;0.05;0.32;0.13;0.17;0;1.6;0
6702105;Jambu;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0;0;0;0;0;0;0;0
6702201;Lingua de vaca (verdura);Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.06;0.03;0.2;0.08;0.11;0;1.63;0
6702301;Alcachofra;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.08;0.01;0.14;0.11;0.04;0;0.99;0
6702501;Bredo;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.05;0.03;0.17;0.07;0.09;0;1.41;0
6702604;Salsao (aipo);Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.04;0.03;0.08;0.08;0;0;2.36;0
6702801;Ervadoce;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0;0;0;0;0;0;1.7;0
6703003;Folha de aipim;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.06;0.03;0.2;0.08;0.11;0;1.63;0
6703004;Folha de macaxeira;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.05;0.03;0.17;0.07;0.09;0;1.41;0
6703101;Broto de feijao;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.05;0.02;0.06;0.04;0.02;0;2.1;0
6703101;Broto de feijao;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.6;0.85;2.15;1.89;0.26;0.02;1.4;0
6703306;Moranga;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.04;0.01;0;0;0;0;3.3;0
6703306;Moranga;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.3;0.44;1.08;0.95;0.13;0;3.3;0
6703306;Moranga;Hortalicas folhosas. frutosas e outras;13;Ensopado;0;0.3;0.44;1.08;0.95;0.13;0;3.3;0
6703306;Moranga;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.04;0.01;0;0;0;0;3.3;0
6703701;Abobrinha;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.04;0.02;0.09;0.03;0.06;0;1.73;0
6703701;Abobrinha;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.06;0.02;0.13;0.05;0.08;0;1.66;0
6703701;Abobrinha;Hortalicas folhosas. frutosas e outras;3;Grelhado(a)/brasa/churrasco;0;0.06;0.02;0.13;0.05;0.08;0;1.66;0
6703701;Abobrinha;Hortalicas folhosas. frutosas e outras;4;Assado(a);0;0.06;0.02;0.13;0.05;0.08;0;1.66;0
6703701;Abobrinha;Hortalicas folhosas. frutosas e outras;5;Frito(a);0;0.43;0.61;1.59;1.34;0.25;0;1.66;0
6703701;Abobrinha;Hortalicas folhosas. frutosas e outras;6;Empanado(a)/a milanesa;52.96;1.67;2.24;4.32;3.79;0.49;0.02;1.66;0
6703701;Abobrinha;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.43;0.61;1.59;1.34;0.25;0;1.66;0
6703701;Abobrinha;Hortalicas folhosas. frutosas e outras;13;Ensopado;0;0.43;0.61;1.59;1.34;0.25;0;1.66;0
6703805;Jerimum;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.04;0.01;0;0;0;0;3.3;0
6703805;Jerimum;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.04;0.01;0;0;0;0;3.3;0
6703901;Abobora;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.04;0.01;0;0;0;0;3.3;0
6703901;Abobora;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.04;0.01;0;0;0;0;3.3;0
6703901;Abobora;Hortalicas folhosas. frutosas e outras;4;Assado(a);0;0.04;0.01;0;0;0;0;3.3;0
6703901;Abobora;Hortalicas folhosas. frutosas e outras;5;Frito(a);0;0.3;0.44;1.08;0.95;0.13;0;3.3;0
6703901;Abobora;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.3;0.44;1.08;0.95;0.13;0;3.3;0
6703901;Abobora;Hortalicas folhosas. frutosas e outras;8;Molho vermelho;0;0.04;0.01;0.02;0.02;0;0;3.49;0
6703901;Abobora;Hortalicas folhosas. frutosas e outras;13;Ensopado;0;0.3;0.44;1.08;0.95;0.13;0;3.3;0
6703901;Abobora;Hortalicas folhosas. frutosas e outras;15;Sopa;0;0.04;0.03;0.03;0.03;0.01;0;3.28;2.52
6703901;Abobora;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.04;0.01;0;0;0;0;3.3;0
6704001;Pepino;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.04;0.01;0.03;0.03;0.01;0;1.67;0
6704101;Chuchu;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.09;0;0;0;0;0;1.97;0
6704101;Chuchu;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.09;0;0;0;0;0;1.97;0
6704101;Chuchu;Hortalicas folhosas. frutosas e outras;4;Assado(a);0;0.07;0.01;0.01;0.01;0;0;1.97;0
6704101;Chuchu;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.49;0.66;1.64;1.45;0.19;0;1.97;0
6704101;Chuchu;Hortalicas folhosas. frutosas e outras;8;Molho vermelho;0;0.07;0.01;0.02;0.01;0;0;2.43;0
6704101;Chuchu;Hortalicas folhosas. frutosas e outras;10;Ao alho e oleo;0;0.49;0.66;1.64;1.45;0.19;0;1.97;0
6704101;Chuchu;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;0;0.09;0;0;0;0;0;1.97;0
6704101;Chuchu;Hortalicas folhosas. frutosas e outras;13;Ensopado;0;0.49;0.66;1.64;1.45;0.19;0;1.97;0
6704101;Chuchu;Hortalicas folhosas. frutosas e outras;15;Sopa;0;0.04;0.03;0.03;0.03;0.01;0;3.28;2.52
6704201;Jilo;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.05;0.03;0.05;0.05;0;0;2.26;0
6704201;Jilo;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.05;0.03;0.05;0.05;0;0;2.26;0
6704201;Jilo;Hortalicas folhosas. frutosas e outras;4;Assado(a);0;0.05;0.03;0.05;0.05;0;0;2.26;0
6704201;Jilo;Hortalicas folhosas. frutosas e outras;5;Frito(a);0;0.49;0.68;1.69;1.49;0.19;0.02;2.26;0
6704201;Jilo;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.49;0.68;1.69;1.49;0.19;0.02;2.26;0
6704201;Jilo;Hortalicas folhosas. frutosas e outras;11;Com manteiga/oleo;6.36;1.56;0.65;0.14;0.13;0.01;0.1;2.26;0
6704201;Jilo;Hortalicas folhosas. frutosas e outras;13;Ensopado;0;0.49;0.68;1.69;1.49;0.19;0.02;2.26;0
6704201;Jilo;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.05;0.03;0.05;0.05;0;0;2.26;0
6704301;Maxixe;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0;0;0;0;0;0;0;0
6704301;Maxixe;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.02;0.04;0.09;0.09;0;0;1.18;0
6704301;Maxixe;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.39;0.64;1.59;1.41;0.18;0;1.18;0
6704301;Maxixe;Hortalicas folhosas. frutosas e outras;13;Ensopado;0;0.39;0.64;1.59;1.41;0.18;0;1.18;0
6704306;Pepininho (maxixe);Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.02;0.04;0.09;0.09;0;0;1.18;0
6704306;Pepininho (maxixe);Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;0;0.02;0.04;0.09;0.09;0;0;1.18;0
6704401;Palmito in natura;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.13;0.1;0.2;0.18;0.02;0;0;0
6704401;Palmito in natura;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.13;0.1;0.2;0.18;0.02;0;0;0
6704401;Palmito in natura;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.13;0.1;0.2;0.18;0.02;0;0;0
6704401;Palmito in natura;Hortalicas folhosas. frutosas e outras;13;Ensopado;0;0.13;0.1;0.2;0.18;0.02;0;0;0
6704409;Guariroba (palmito in natura);Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.13;0.1;0.2;0.18;0.02;0;0;0
6704409;Guariroba (palmito in natura);Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.13;0.1;0.2;0.18;0.02;0;0;0
6704409;Guariroba (palmito in natura);Hortalicas folhosas. frutosas e outras;8;Molho vermelho;0;0.13;0.1;0.2;0.18;0.02;0;0;0
6704410;Gueroba (palmito in natura);Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.13;0.1;0.2;0.18;0.02;0;0;0
6704410;Gueroba (palmito in natura);Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.13;0.1;0.2;0.18;0.02;0;0;0
6704501;Pimentao;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.06;0.01;0.06;0.05;0.01;0;2.39;0
6705001;Quiabo;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.05;0.03;0.05;0.05;0;0;2.26;0
6705001;Quiabo ;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.05;0.03;0.05;0.05;0;0;2.26;0
6705001;Quiabo ;Hortalicas folhosas. frutosas e outras;5;Frito(a);0;0.49;0.68;1.69;1.49;0.19;0.02;2.26;0
6705001;Quiabo ;Hortalicas folhosas. frutosas e outras;6;Empanado(a)/a milanesa;0;0.49;0.68;1.69;1.49;0.19;0.02;2.26;0
6705001;Quiabo ;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.49;0.68;1.69;1.49;0.19;0.02;2.26;0
6705001;Quiabo ;Hortalicas folhosas. frutosas e outras;13;Ensopado;0;0.49;0.68;1.69;1.49;0.19;0.02;2.26;0
6705001;Quiabo ;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.05;0.03;0.05;0.05;0;0;2.26;0
6705101;Tomate;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.03;0.03;0.08;0.08;0;0;2.62;0
6705201;Vagem;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.06;0.01;0.15;0.06;0.09;0;2.3;0
6705201;Vagem;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.06;0.01;0.15;0.06;0.09;0;2.3;0
6705201;Vagem;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.63;0.84;2.24;1.91;0.34;0.02;2.3;0
6705201;Vagem;Hortalicas folhosas. frutosas e outras;11;Com manteiga/oleo;0;0.63;0.84;2.24;1.91;0.34;0.02;2.3;0
6705201;Vagem;Hortalicas folhosas. frutosas e outras;13;Ensopado;0;0.63;0.84;2.24;1.91;0.34;0.02;2.3;0
6705201;Vagem;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.06;0.01;0.15;0.06;0.09;0;2.3;0
6705301;Cogumelo in natura;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;0;0.05;0.01;0.19;0.19;0;0;0.3;0
6705401;Berinjela;Hortalicas folhosas. frutosas e outras;1;Cru(a);0;0.04;0.02;0.09;0.07;0.01;0;3.67;0
6705401;Berinjela;Hortalicas folhosas. frutosas e outras;2;Cozido(a);0;0.04;0.02;0.09;0.08;0.02;0;3.9;0
6705401;Berinjela;Hortalicas folhosas. frutosas e outras;4;Assado(a);0;0.04;0.02;0.09;0.08;0.02;0;3.9;0
6705401;Berinjela;Hortalicas folhosas. frutosas e outras;5;Frito(a);0;0.7;1.09;2.75;2.42;0.33;0;3.9;0
6705401;Berinjela;Hortalicas folhosas. frutosas e outras;6;Empanado(a)/a milanesa;64.24;1.74;2.57;5.12;4.5;0.58;0;3.99;0
6705401;Berinjela;Hortalicas folhosas. frutosas e outras;7;Refogado(a);0;0.7;1.09;2.75;2.42;0.33;0;3.9;0
6705401;Berinjela ;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;0;0.04;0.02;0.09;0.08;0.02;0;3.9;0
