Codigo_do_alimento ;Descricao_do_alimento ;Tipo;Codigo_da_preparacao;Descricao_da_preparacao;Calcio_(mg);Magnesio _(mg);Manganes _(mg);Fosforo_(mg);Ferro _(mg);Sodio_(mg);Sodio _de _adicao _(mg);Potassio_(mg);Cobre _(mg);Zinco_(mg);Selenio_(mcg)
6503401;Macarrao ;Farinhas, feculas e massas;5;Frito(a);7;18;0.32;58;1.28;1;141;44;0.1;0.51;27.89
6503401;Macarrao ;Farinhas, feculas e massas;6;Empanado(a)/a milanesa;7;18;0.32;58;1.28;1;141;44;0.1;0.51;27.89
6503401;Macarrao ;Farinhas, feculas e massas;7;Refogado(a);7;18;0.32;58;1.28;1;141;44;0.1;0.51;27.89
6503401;Macarrao ;Farinhas, feculas e massas;8;Molho vermelho;12.08;15.05;0.23;43.92;1.04;225.72;113;145.67;0.1;0.35;13.5
6503401;Macarrao ;Farinhas, feculas e massas;9;Molho branco;28.48;16.71;0.27;66.09;1.09;21.72;160;65.25;0.08;0.5;22.29
6503401;Macarrao ;Farinhas, feculas e massas;10;Ao alho e oleo;7;18;0.32;58;1.28;1;141;44;0.1;0.51;27.89
6503401;Macarrao ;Farinhas, feculas e massas;11;Com manteiga/oleo;7.81;18.07;0.32;58.81;1.28;20.46;141;44.81;0.1;0.51;26.43
6503401;Macarrao ;Farinhas, feculas e massas;12;Ao vinagrete;7;18;0.32;58;1.28;1;141;44;0.1;0.51;26.4
6503401;Macarrao ;Farinhas, feculas e massas;13;Ensopado;7;18;0.32;58;1.28;1;141;44;0.1;0.51;27.89
6503401;Macarrao ;Farinhas, feculas e massas;15;Sopa;7;18;0.32;58;1.28;1;141;44;0.1;0.51;26.4
6503401;Macarrao ;Farinhas, feculas e massas;99;Nao se aplica;7;18;0.32;58;1.28;1;141;44;0.1;0.51;26.4
6503501;Pure de batata;Farinhas, feculas e massas;99;Nao se aplica;18.21;18.34;0.12;43.96;0.27;138.26;102;298.44;0.15;0.27;0.64
6503601;Bife vegetal;Farinhas, feculas e massas;99;Nao se aplica;49.84;13.02;0.28;98;2.62;455.73;0;44.68;0.09;0.41;11.04
6503603;Carne vegetal;Farinhas, feculas e massas;5;Frito(a);49.84;13.02;0.28;98;2.62;455.73;0;44.68;0.09;0.41;11.04
6503604;Pasta de soja;Farinhas, feculas e massas;99;Nao se aplica;32;27;0.41;90;1.03;36;0;194;0.2;0.61;9.38
6503605;Carne de soja;Farinhas, feculas e massas;99;Nao se aplica;49.84;13.02;0.28;98;2.62;455.73;0;44.68;0.09;0.41;11.04
6503702;Amendoim moido;Farinhas, feculas e massas;99;Nao se aplica;92;168;1.93;376;4.58;18;0;705;1.14;3.27;7.2
6504101;Granola ;Farinhas, feculas e massas;99;Nao se aplica;33.33;317;3.23;337;2.78;50;0;494;0.41;1.92;17.3
6504601;Musli;Farinhas, feculas e massas;99;Nao se aplica;33.33;317;3.23;337;2.78;50;0;494;0.41;1.92;17.3
6504701;Mix de cereais;Farinhas, feculas e massas;99;Nao se aplica;33.33;317;3.23;337;2.78;50;0;494;0.41;1.92;17.3
6504801;Miojo;Farinhas, feculas e massas;99;Nao se aplica;94.04;19.73;0.21;101.26;0.87;429.68;0;128.16;0.07;0.64;20.21
6504802;Macarrao instantaneo;Farinhas, feculas e massas;99;Nao se aplica;94.04;19.73;0.21;101.26;0.87;429.68;0;128.16;0.07;0.64;20.21
6505101;Sustagem;Farinhas, feculas e massas;99;Nao se aplica;538.29;194.45;1.85;463.3;11.11;351.16;0;1038.55;1.3;7.41;18.95
6505601;Proteina de soja;Farinhas, feculas e massas;99;Nao se aplica;49.84;13.02;0.28;98;2.62;455.73;0;44.68;0.09;0.41;11.04
6505603;Proteina vegetal;Farinhas, feculas e massas;99;Nao se aplica;49.84;13.02;0.28;98;2.62;455.73;0;44.68;0.09;0.41;11.04
6505701;Complemento alimentar de qualquer sabor;Farinhas, feculas e massas;99;Nao se aplica;538.29;194.45;1.85;463.3;11.11;351.16;0;1038.55;1.3;7.41;18.95
6505902;Sucrilhos de milho light;Farinhas, feculas e massas;99;Nao se aplica;143;11;0;101;3.1;655;0;83;0.06;7.6;0
6506003;Mini pizza semipronta light;Farinhas, feculas e massas;4;Assado(a);308.77;24.06;0.29;264.19;2.16;736.75;0;184.62;0.11;1.6;17.98
6506302;Macarrao instantaneo light;Farinhas, feculas e massas;15;Sopa;94.04;19.73;0.21;101.26;0.87;429.68;0;128.16;0.07;0.64;20.21
6506302;Macarrao instantaneo light;Farinhas, feculas e massas;99;Nao se aplica;94.04;19.73;0.21;101.26;0.87;429.68;0;128.16;0.07;0.64;20.21
6506401;Proteina de soja organica;Farinhas, feculas e massas;99;Nao se aplica;49.84;13.02;0.28;98;2.62;455.73;0;44.68;0.09;0.41;11.04
6573225;Macarrao com carne;Farinhas, feculas e massas;99;Nao se aplica;12.24;15.39;0.21;61.22;1.34;82.21;48;137.2;0.09;1.05;16.28
6573226;Macarrao com peixe;Farinhas, feculas e massas;99;Nao se aplica;12.5;38;0.17;173.5;0.81;53;24;194;0.06;0.57;43.63
6600101;Coco da baia (seco ou verde);Cocos, castanhas e nozes;99;Nao se aplica;14;32;1.5;113;2.43;20;0;356;0.44;1.1;10.1
6600301;Castanha portuguesa;Cocos, castanhas e nozes;99;Nao se aplica;46;54;0.85;99;1.73;27;0;715;0.47;0.25;0.64
6600401;Pinhao;Cocos, castanhas e nozes;99;Nao se aplica;15.77;52.97;0.41;165.84;0.76;0.86;0;727.01;0.18;0.83;0
6600501;Amendoa;Cocos, castanhas e nozes;99;Nao se aplica;248;275;2.54;474;4.3;1;338;728;1.11;3.36;2.8
6600601;Avela;Cocos, castanhas e nozes;99;Nao se aplica;114;163;6.18;290;4.7;0;0;680;1.73;2.45;2.4
6600701;Castanha do para;Cocos, castanhas e nozes;99;Nao se aplica;160;376;1.22;725;2.43;3;854;659;1.74;4.06;1917
6600801;Castanha de caju;Cocos, castanhas e nozes;99;Nao se aplica;45;260;0.83;490;6;16;624;565;2.22;5.6;11.7
6600912;Butia;Cocos, castanhas e nozes;99;Nao se aplica;20;0;0;36;2.2;0;0;0;0;0;0
6601108;Tucuma;Cocos, castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0
6601208;Coco de mucaja;Cocos, castanhas e nozes;99;Nao se aplica;66.53;66.05;0.08;43.87;0.81;0.65;0;305.81;0.35;0.66;0
6601501;Noz (nogueira);Cocos, castanhas e nozes;99;Nao se aplica;98;158;3.41;346;2.91;2;0;441;1.59;3.09;4.9
6601706;Acai ;Cocos, castanhas e nozes;99;Nao se aplica;118;0;0;58;1.09;0;0;0;0;0;0
6601707;Jucara;Cocos, castanhas e nozes;99;Nao se aplica;118;0;0;58;1.09;0;0;0;0;0;0
6601709;Uacai;Cocos, castanhas e nozes;99;Nao se aplica;118;0;0;58;1.09;0;0;0;0;0;0
6601712;Jussara;Cocos, castanhas e nozes;99;Nao se aplica;118;0;0;58;1.09;0;0;0;0;0;0
6601805;Pupunha;Cocos, castanhas e nozes;99;Nao se aplica;58;38;1.39;65;3.13;426;0;177;0.13;1.15;0.7
6601902;Bacaba;Cocos, castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0
6601904;Bacabucu;Cocos, castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0
6602001;Castanha da india;Cocos, castanhas e nozes;99;Nao se aplica;160;376;1.22;725;2.43;3;0;659;1.74;4.06;1917
6602201;Pistache;Cocos, castanhas e nozes;99;Nao se aplica;107;121;1.2;490;4.15;1;0;1025;1.3;2.2;7
6602301;Buriti ;Cocos, castanhas e nozes;99;Nao se aplica;156;0;0;54;5;0;0;0;0;0;0
6602401;Coco ;Cocos, castanhas e nozes;99;Nao se aplica;14;32;1.5;113;2.43;20;0;356;0.44;1.1;10.1
6602601;Pataua ;Cocos, castanhas e nozes;99;Nao se aplica;20;0;0;36;2.2;0;0;0;0;0;0
6700101;Alface;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;36;13;0.25;29;0.86;28;0;194;0.03;0.18;0.6
6700201;Bertalha;Hortalicas folhosas, frutosas e outras;7;Refogado(a);136;87;0.94;56;3.57;70;210;466;0.17;0.76;2.66
6700301;Chicoria;Hortalicas folhosas, frutosas e outras;1;Cru(a);52;15;0.42;28;0.83;22;0;314;0.1;0.79;0.2
6700301;Chicoria;Hortalicas folhosas, frutosas e outras;2;Cozido(a);72;18;0.42;28;0.9;23;290;228;0.16;0.24;2.5
6700301;Chicoria;Hortalicas folhosas, frutosas e outras;7;Refogado(a);72;18;0.42;28;0.9;23;290;228;0.16;0.24;2.5
6700301;Chicoria;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;72;18;0.42;28;0.9;23;290;228;0.16;0.24;2.5
6700304;Escarola;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;64;18;0.55;32;1.02;29;0;364;0.12;0.97;1.86
6700501;Couve;Hortalicas folhosas, frutosas e outras;1;Cru(a);145;9;0.28;10;0.19;20;0;169;0.04;0.13;1.3
6700501;Couve;Hortalicas folhosas, frutosas e outras;2;Cozido(a);140;20;0.44;30;1.16;16;199;116;0.04;0.23;0.5
6700501;Couve;Hortalicas folhosas, frutosas e outras;5;Frito(a);140;20;0.44;30;1.16;16;199;116;0.04;0.23;1.6
6700501;Couve;Hortalicas folhosas, frutosas e outras;7;Refogado(a);140;20;0.44;30;1.16;16;199;116;0.04;0.23;1.6
6700501;Couve;Hortalicas folhosas, frutosas e outras;8;Molho vermelho;114.6;19.2;0.37;29.2;1.13;117.6;199;159;0.05;0.22;0.44
6700501;Couve;Hortalicas folhosas, frutosas e outras;10;Ao alho e oleo;140;20;0.44;30;1.16;16;199;116;0.04;0.23;1.6
6700501;Couve;Hortalicas folhosas, frutosas e outras;11;Com manteiga/oleo;140.6;20.05;0.44;30.6;1.16;30.34;199;116.6;0.04;0.23;0.53
6700501;Couve;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;140;20;0.44;30;1.16;16;199;116;0.04;0.23;0.5
6700501;Couve;Hortalicas folhosas, frutosas e outras;13;Ensopado;140;20;0.44;30;1.16;16;199;116;0.04;0.23;1.6
6700501;Couve;Hortalicas folhosas, frutosas e outras;14;Mingau;140;20;0.44;30;1.16;16;199;116;0.04;0.23;0.5
6700501;Couve;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;140;20;0.44;30;1.16;16;199;116;0.04;0.23;0.5
6700601;Couve flor;Hortalicas folhosas, frutosas e outras;1;Cru(a);16;9;0.13;32;0.32;15;304;142;0.02;0.17;0.6
6700601;Couve flor;Hortalicas folhosas, frutosas e outras;2;Cozido(a);16;9;0.13;32;0.32;15;304;142;0.02;0.17;0.6
6700601;Couve flor;Hortalicas folhosas, frutosas e outras;5;Frito(a);16;9;0.13;32;0.32;15;304;142;0.02;0.17;2.28
6700601;Couve flor;Hortalicas folhosas, frutosas e outras;6;Empanado(a)/a milanesa;35.86;11.92;0.19;60.14;0.86;99.57;304;135.48;0.04;0.39;9.94
6700601;Couve flor;Hortalicas folhosas, frutosas e outras;7;Refogado(a);16;9;0.13;32;0.32;15;304;142;0.02;0.17;2.28
6700601;Couve flor;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;16;9;0.13;32;0.32;15;304;142;0.02;0.17;0.6
6700601;Couve flor;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;16;9;0.13;32;0.32;15;304;142;0.02;0.17;0.6
6700701;Espinafre;Hortalicas folhosas, frutosas e outras;1;Cru(a);136;87;0.94;56;3.57;70;210;466;0.17;0.76;1.5
6700701;Espinafre;Hortalicas folhosas, frutosas e outras;2;Cozido(a);136;87;0.94;56;3.57;70;210;466;0.17;0.76;1.5
6700701;Espinafre;Hortalicas folhosas, frutosas e outras;7;Refogado(a);136;87;0.94;56;3.57;70;210;466;0.17;0.76;2.66
6700701;Espinafre;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;136;87;0.94;56;3.57;70;210;466;0.17;0.76;1.5
6700701;Espinafre;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;136;87;0.94;56;3.57;70;210;466;0.17;0.76;1.5
6700801;Mostarda (verdura);Hortalicas folhosas, frutosas e outras;1;Cru(a);103;32;0.48;43;1.46;25;0;354;0.15;0.2;0.9
6700801;Mostarda (verdura);Hortalicas folhosas, frutosas e outras;2;Cozido(a);74;15;0.27;41;0.7;16;222;202;0.08;0.11;0.6
6700801;Mostarda (verdura);Hortalicas folhosas, frutosas e outras;7;Refogado(a);74;15;0.27;41;0.7;16;222;202;0.08;0.11;2.09
6700801;Mostarda (verdura);Hortalicas folhosas, frutosas e outras;99;Nao se aplica;74;15;0.27;41;0.7;16;222;202;0.08;0.11;0.6
6700901;Repolho;Hortalicas folhosas, frutosas e outras;1;Cru(a);40;12;0.16;26;0.47;18;0;170;0.02;0.18;0.3
6700901;Repolho;Hortalicas folhosas, frutosas e outras;2;Cozido(a);48;15;0.21;33;0.17;8;251;196;0.02;0.2;0.6
6700901;Repolho;Hortalicas folhosas, frutosas e outras;5;Frito(a);48;15;0.21;33;0.17;8;251;196;0.02;0.2;1.99
6700901;Repolho;Hortalicas folhosas, frutosas e outras;7;Refogado(a);48;15;0.21;33;0.17;8;251;196;0.02;0.2;1.99
6700901;Repolho;Hortalicas folhosas, frutosas e outras;9;Molho branco;48;15;0.21;33;0.17;8;251;196;0.02;0.2;0.6
6700901;Repolho;Hortalicas folhosas, frutosas e outras;10;Ao alho e oleo;48;15;0.21;33;0.17;8;251;196;0.02;0.2;1.99
6700901;Repolho;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;48;15;0.21;33;0.17;8;251;196;0.02;0.2;0.6
6700901;Repolho;Hortalicas folhosas, frutosas e outras;13;Ensopado;48;15;0.21;33;0.17;8;251;196;0.02;0.2;1.99
6700901;Repolho;Hortalicas folhosas, frutosas e outras;15;Sopa;8.56;6.35;0.07;15.76;0.29;310.43;0;88.32;0.04;0.12;1.34
6700901;Repolho;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;48;15;0.21;33;0.17;8;251;196;0.02;0.2;0.6
6701101;Cebolinha;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;61;20;0.13;33;1.92;4;0;260;0.06;0.45;0.5
6701301;Agriao;Hortalicas folhosas, frutosas e outras;1;Cru(a);160;47;0.32;52;1.46;27;0;369;0.08;0.47;0.3
6701301;Agriao;Hortalicas folhosas, frutosas e outras;2;Cozido(a);120.17;21.01;0.25;60;0.2;316.36;275;330.06;0.08;0.11;0.9
6701301;Agriao;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;120.17;21.01;0.25;60;0.2;316.36;275;330.06;0.08;0.11;0.9
6701301;Agriao;Hortalicas folhosas, frutosas e outras;13;Ensopado;120.83;21.07;0.24;60.83;0.2;60.88;275;330.83;0.08;0.11;0.94
6701301;Agriao;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;160;47;0.32;52;1.46;27;0;369;0.08;0.47;0.3
6701401;Taioba;Hortalicas folhosas, frutosas e outras;1;Cru(a);141;38;0.66;53;1.9;1;0;290;0.16;0.6;0
6701401;Taioba;Hortalicas folhosas, frutosas e outras;2;Cozido(a);140;20;0.44;30;1.16;16;199;116;0.04;0.23;0.5
6701401;Taioba;Hortalicas folhosas, frutosas e outras;7;Refogado(a);140;20;0.44;30;1.16;16;222;116;0.04;0.23;1.6
6701501;Acelga;Hortalicas folhosas, frutosas e outras;1;Cru(a);51;81;0.37;46;1.8;213;0;379;0.18;0.36;0.9
6701501;Acelga;Hortalicas folhosas, frutosas e outras;2;Cozido(a);32;10;0.15;39;0.3;9;216;225;0.03;0.18;0.4
6701501;Acelga;Hortalicas folhosas, frutosas e outras;7;Refogado(a);32;10;0.15;39;0.3;9;216;225;0.03;0.18;2.15
6701501;Acelga;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;51;81;0.37;46;1.8;213;0;379;0.18;0.36;0.9
6701505;Beterraba branca (acelga) ;Hortalicas folhosas, frutosas e outras;2;Cozido(a);32;10;0.15;39;0.3;9;216;225;0.03;0.18;0.4
6701601;Almeirao;Hortalicas folhosas, frutosas e outras;1;Cru(a);52;15;0.42;28;0.83;22;0;314;0.1;0.79;0.2
6701601;Almeirao;Hortalicas folhosas, frutosas e outras;2;Cozido(a);64;18;0.55;32;1.02;29;210;364;0.12;0.97;0.26
6701601;Almeirao;Hortalicas folhosas, frutosas e outras;7;Refogado(a);64;18;0.55;32;1.02;29;210;364;0.12;0.97;1.86
6701601;Almeirao;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;64;18;0.55;32;1.02;29;210;364;0.12;0.97;0.26
6701602;Radite;Hortalicas folhosas, frutosas e outras;1;Cru(a);52;15;0.42;28;0.83;22;0;314;0.1;0.79;0.2
6701602;Radite;Hortalicas folhosas, frutosas e outras;7;Refogado(a);64;18;0.55;32;1.02;29;210;364;0.12;0.97;1.86
6701602;Radite;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;64;18;0.55;32;1.02;29;210;364;0.12;0.97;0.26
6701704;Brocolis;Hortalicas folhosas, frutosas e outras;1;Cru(a);47;21;0.21;66;0.73;33;0;316;0.05;0.41;2.5
6701704;Brocolis;Hortalicas folhosas, frutosas e outras;2;Cozido(a);40;21;0.19;67;0.67;41;242;293;0.06;0.45;1.6
6701704;Brocolis;Hortalicas folhosas, frutosas e outras;6;Empanado(a)/a milanesa;29.41;16.96;0.22;73;1.23;243.98;242;194.28;0.05;0.47;13.96
6701704;Brocolis;Hortalicas folhosas, frutosas e outras;7;Refogado(a);40;21;0.19;67;0.67;41;242;293;0.06;0.45;2.93
6701704;Brocolis;Hortalicas folhosas, frutosas e outras;10;Ao alho e oleo;40;21;0.19;67;0.67;41;242;293;0.06;0.45;2.93
6701704;Brocolis;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;40;21;0.19;67;0.67;41;242;293;0.06;0.45;1.6
6701704;Brocolis;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;40;21;0.19;67;0.67;41;242;293;0.06;0.45;1.6
6701801;Serralha;Hortalicas folhosas, frutosas e outras;1;Cru(a);136;87;0.94;56;3.57;70;210;466;0.17;0.76;1.5
6701801;Serralha;Hortalicas folhosas, frutosas e outras;2;Cozido(a);136;87;0.94;56;3.57;70;210;466;0.17;0.76;1.5
6701801;Serralha;Hortalicas folhosas, frutosas e outras;7;Refogado(a);136;87;0.94;56;3.57;70;210;466;0.17;0.76;2.66
6701901;Caruru;Hortalicas folhosas, frutosas e outras;2;Cozido(a);140;20;0.44;30;1.16;16;199;116;0.04;0.23;0.5
6701906;Cuxa;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;140;20;0.44;30;1.16;16;199;116;0.04;0.23;0.5
6701907;Vinagreira ;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;140;20;0.44;30;1.16;16;199;116;0.04;0.23;0.5
6701913;Cariru;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;140;20;0.44;30;1.16;16;199;116;0.04;0.23;0.5
6702001;Rucula;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;160;47;0.32;52;1.46;27;0;369;0.08;0.47;0.3
6702105;Jambu;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;162;0;0;41;4;0;0;0;0;0;0
6702201;Lingua de vaca (verdura);Hortalicas folhosas, frutosas e outras;1;Cru(a);145;9;0.28;10;0.19;20;0;169;0.04;0.13;1.3
6702301;Alcachofra;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;21;42;0.23;73;0.61;60;225;286;0.13;0.4;0.2
6702501;Bredo;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;140;20;0.44;30;1.16;16;199;116;0.04;0.23;0.5
6702604;Salsao (aipo);Hortalicas folhosas, frutosas e outras;7;Refogado(a);42;12;0.11;25;0.42;91;251;284;0.04;0.14;1
6702801;Erva doce;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;49;17;0.19;50;0.73;52;0;414;0.07;0.2;0.7
6703003;Folha de aipim;Hortalicas folhosas, frutosas e outras;1;Cru(a);145;9;0.28;10;0.19;20;0;169;0.04;0.13;1.3
6703004;Folha de macaxeira;Hortalicas folhosas, frutosas e outras;2;Cozido(a);140;20;0.44;30;1.16;16;199;116;0.04;0.23;0.5
6703101;Broto de feijao;Hortalicas folhosas, frutosas e outras;1;Cru(a);13;21;0.19;54;0.91;6;0;149;0.16;0.41;0.6
6703101;Broto de feijao;Hortalicas folhosas, frutosas e outras;2;Cozido(a);12;14;0.14;28;0.65;10;304;101;0.12;0.47;2.28
6703306;Moranga;Hortalicas folhosas, frutosas e outras;2;Cozido(a);15;9;0.09;30;0.57;1;154;230;0.09;0.23;0.2
6703306;Moranga;Hortalicas folhosas, frutosas e outras;7;Refogado(a);15;9;0.09;30;0.57;1;154;230;0.09;0.23;1.05
6703306;Moranga;Hortalicas folhosas, frutosas e outras;13;Ensopado;15;9;0.09;30;0.57;1;154;230;0.09;0.23;1.05
6703306;Moranga;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;15;9;0.09;30;0.57;1;154;230;0.09;0.23;0.2
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;1;Cru(a);15;17;0.18;38;0.35;2;0;262;0.05;0.29;0.2
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;2;Cozido(a);27;24;0.21;39;0.36;1;212;192;0.1;0.39;0.2
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;3;Grelhado(a)/brasa/churrasco;27;24;0.21;39;0.36;1;212;192;0.1;0.39;0.2
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;4;Assado(a);27;24;0.21;39;0.36;1;212;192;0.1;0.39;0.2
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;5;Frito(a);27;24;0.21;39;0.36;1;212;192;0.1;0.39;1.36
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;6;Empanado(a)/a milanesa;43.61;21.73;0.21;78.48;1.22;93.58;212;212.17;0.09;0.47;12.41
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;7;Refogado(a);27;24;0.21;39;0.36;1;212;192;0.1;0.39;1.36
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;13;Ensopado;27;24;0.21;39;0.36;1;212;192;0.1;0.39;1.36
6703805;Jerimum;Hortalicas folhosas, frutosas e outras;1;Cru(a);15;9;0.09;30;0.57;1;154;230;0.09;0.23;0.2
6703805;Jerimum;Hortalicas folhosas, frutosas e outras;2;Cozido(a);15;9;0.09;30;0.57;1;154;230;0.09;0.23;0.2
6703901;Abobora;Hortalicas folhosas, frutosas e outras;1;Cru(a);15;9;0.09;30;0.57;1;154;230;0.09;0.23;0.2
6703901;Abobora;Hortalicas folhosas, frutosas e outras;2;Cozido(a);15;9;0.09;30;0.57;1;154;230;0.09;0.23;0.2
6703901;Abobora;Hortalicas folhosas, frutosas e outras;4;Assado(a);15;9;0.09;30;0.57;1;154;230;0.09;0.23;0.2
6703901;Abobora;Hortalicas folhosas, frutosas e outras;5;Frito(a);15;9;0.09;30;0.57;1;154;230;0.09;0.23;1.05
6703901;Abobora;Hortalicas folhosas, frutosas e outras;7;Refogado(a);15;9;0.09;30;0.57;1;154;230;0.09;0.23;1.05
6703901;Abobora;Hortalicas folhosas, frutosas e outras;8;Molho vermelho;14.6;10.4;0.09;29.2;0.66;105.6;154;250.2;0.1;0.22;0.2
6703901;Abobora;Hortalicas folhosas, frutosas e outras;13;Ensopado;15;9;0.09;30;0.57;1;154;230;0.09;0.23;1.05
6703901;Abobora;Hortalicas folhosas, frutosas e outras;15;Sopa;8.56;6.35;0.07;15.76;0.29;310.43;0;88.32;0.04;0.12;1.34
6703901;Abobora;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;15;9;0.09;30;0.57;1;154;230;0.09;0.23;0.2
6704001;Pepino;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;16;13;0.08;24;0.28;2;0;147;0.04;0.2;0.3
6704101;Chuchu;Hortalicas folhosas, frutosas e outras;1;Cru(a);13;12;0.17;29;0.22;1;236;173;0.11;0.31;0.3
6704101;Chuchu;Hortalicas folhosas, frutosas e outras;2;Cozido(a);13;12;0.17;29;0.22;1;236;173;0.11;0.31;0.3
6704101;Chuchu;Hortalicas folhosas, frutosas e outras;4;Assado(a);13;12.8;0.17;28.4;0.38;105.6;236;204.6;0.11;0.29;0.28
6704101;Chuchu;Hortalicas folhosas, frutosas e outras;7;Refogado(a);13;12;0.17;29;0.22;1;236;173;0.11;0.31;1.6
6704101;Chuchu;Hortalicas folhosas, frutosas e outras;8;Molho vermelho;13;12.8;0.16;28.4;0.38;105.6;236;204.6;0.11;0.29;0.28
6704101;Chuchu;Hortalicas folhosas, frutosas e outras;10;Ao alho e oleo;13;12;0.17;29;0.22;1;236;173;0.11;0.31;1.6
6704101;Chuchu;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;13;12;0.17;29;0.22;1;236;173;0.11;0.31;0.3
6704101;Chuchu;Hortalicas folhosas, frutosas e outras;13;Ensopado;13;12;0.17;29;0.22;1;236;173;0.11;0.31;1.6
6704101;Chuchu;Hortalicas folhosas, frutosas e outras;15;Sopa;8.56;6.35;0.07;15.76;0.29;310.43;0;88.32;0.04;0.12;1.34
6704201;Jilo;Hortalicas folhosas, frutosas e outras;1;Cru(a);77;36;0.29;32;0.28;6;236;135;0.09;0.43;0.4
6704201;Jilo;Hortalicas folhosas, frutosas e outras;2;Cozido(a);77;36;0.29;32;0.28;6;236;135;0.09;0.43;0.4
6704201;Jilo;Hortalicas folhosas, frutosas e outras;4;Assado(a);77;36;0.29;32;0.28;6;236;135;0.09;0.43;0.4
6704201;Jilo;Hortalicas folhosas, frutosas e outras;5;Frito(a);77;36;0.29;32;0.28;6;236;135;0.09;0.43;1.7
6704201;Jilo;Hortalicas folhosas, frutosas e outras;7;Refogado(a);77;36;0.29;32;0.28;6;236;135;0.09;0.43;1.7
6704201;Jilo;Hortalicas folhosas, frutosas e outras;11;Com manteiga/oleo;77.71;36.06;0.29;32.71;0.28;23.03;236;135.71;0.09;0.43;0.43
6704201;Jilo;Hortalicas folhosas, frutosas e outras;13;Ensopado;77;36;0.29;32;0.28;6;236;135;0.09;0.43;1.7
6704201;Jilo;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;77;36;0.29;32;0.28;6;236;135;0.09;0.43;0.4
6704301;Maxixe;Hortalicas folhosas, frutosas e outras;1;Cru(a);21;10;0.07;25;0.4;11;0;328;0.02;0.2;0
6704301;Maxixe;Hortalicas folhosas, frutosas e outras;2;Cozido(a);18;10;0.06;17;0.38;107;212;5;0.02;0.59;0.2
6704301;Maxixe;Hortalicas folhosas, frutosas e outras;7;Refogado(a);18;10;0.06;17;0.38;107;212;5;0.02;0.59;1.39
6704301;Maxixe;Hortalicas folhosas, frutosas e outras;13;Ensopado;18;10;0.06;17;0.38;107;212;5;0.02;0.59;1.39
6704306;Pepininho (maxixe);Hortalicas folhosas, frutosas e outras;2;Cozido(a);18;10;0.06;17;0.38;107;212;5;0.02;0.59;0.2
6704306;Pepininho (maxixe);Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;18;10;0.06;17;0.38;107;212;5;0.02;0.59;0.2
6704401;Palmito in natura;Hortalicas folhosas, frutosas e outras;1;Cru(a);58;38;1.39;65;3.13;426;0;177;0.13;1.15;0.7
6704401;Palmito in natura;Hortalicas folhosas, frutosas e outras;2;Cozido(a);58;38;1.39;65;3.13;426;0;177;0.13;1.15;0.7
6704401;Palmito in natura;Hortalicas folhosas, frutosas e outras;7;Refogado(a);58;38;1.39;65;3.13;426;0;177;0.13;1.15;0.7
