Codigo_do_alimento;Descricao_do_alimento;Tipo;Codigo_da_preparacao;Descricao_da_preparacao; Energia_(kcal) ;Proteina_(g); Lipidios_totais_(g) ; Carboidrato_(g) ; Fibra_alimentar_total_(g) 
6400101;Batata0inglesa;Hortalicas tuberosas;1;Cru(a);86,00;1,71;0,10;20,01;2,05
6400101;Batata0inglesa;Hortalicas tuberosas;2;Cozido(a);86,00;1,71;0,10;20,01;2,05
6400101;Batata0inglesa;Hortalicas tuberosas;3;Grelhado(a)/brasa/churrasco;86,00;1,71;0,10;20,01;2,05
6400101;Batata0inglesa;Hortalicas tuberosas;4;Assado(a);86,00;1,71;0,10;20,01;2,05
6400101;Batata0inglesa;Hortalicas tuberosas;5;Frito(a);263,50;2,87;13,64;33,60;3,44
6400101;Batata0inglesa;Hortalicas tuberosas;7;Refogado(a);111,74;1,71;3,01;20,01;2,05
6400101;Batata0inglesa;Hortalicas tuberosas;8;Molho vermelho;73,60;1,63;0,12;17,08;1,94
6400101;Batata0inglesa;Hortalicas tuberosas;9;Molho branco;101,39;2,15;2,57;17,86;1,68
6400101;Batata0inglesa;Hortalicas tuberosas;10;Ao alho e oleo;263,50;2,87;13,64;33,60;3,44
6400101;Batata0inglesa;Hortalicas tuberosas;11;Com manteiga/oleo;111,74;1,71;3,01;20,01;2,05
6400101;Batata0inglesa;Hortalicas tuberosas;13;Ensopado;111,74;1,71;3,01;20,01;2,05
6400101;Batata0inglesa;Hortalicas tuberosas;15;Sopa;31,44;0,95;0,12;7,01;0,71
6400101;Batata0inglesa;Hortalicas tuberosas;99;Nao se aplica;86,00;1,71;0,10;20,01;2,05
6400303;Mandioquinha salsa (batata0baroa);Hortalicas tuberosas;2;Cozido(a);76,00;1,37;0,14;17,72;2,50
6400303;Mandioquinha salsa (batata0baroa);Hortalicas tuberosas;7;Refogado(a);91,74;1,37;1,92;17,72;2,50
6400303;Mandioquinha salsa (batata0baroa);Hortalicas tuberosas;13;Ensopado;91,74;1,37;1,92;17,72;2,50
6400303;Mandioquinha salsa (batata0baroa);Hortalicas tuberosas;99;Nao se aplica;76,00;1,37;0,14;17,72;2,50
6400304;Cenoura amarela (batata0baroa);Hortalicas tuberosas;99;Nao se aplica;76,00;1,37;0,14;17,72;2,50
6400401;Batata0doce;Hortalicas tuberosas;1;Cru(a);76,00;1,37;0,14;17,72;2,50
6400401;Batata0doce;Hortalicas tuberosas;2;Cozido(a);76,00;1,37;0,14;17,72;2,50
6400401;Batata0doce;Hortalicas tuberosas;4;Assado(a);90,00;2,01;0,15;20,71;3,30
6400401;Batata0doce;Hortalicas tuberosas;5;Frito(a);351,28;4,40;12,59;56,88;8,03
6400401;Batata0doce;Hortalicas tuberosas;7;Refogado(a);91,74;1,37;1,92;17,72;2,50
6400401;Batata0doce;Hortalicas tuberosas;13;Ensopado;91,74;1,37;1,92;17,72;2,50
6400401;Batata0doce;Hortalicas tuberosas;99;Nao se aplica;76,00;1,37;0,14;17,72;2,50
6400501;Inhame;Hortalicas tuberosas;1;Cru(a);100,00;1,71;0,12;23,40;1,80
6400501;Inhame;Hortalicas tuberosas;2;Cozido(a);100,00;1,71;0,12;23,40;1,80
6400501;Inhame;Hortalicas tuberosas;4;Assado(a);90,00;2,01;0,15;20,71;3,30
6400501;Inhame;Hortalicas tuberosas;5;Frito(a);115,74;1,71;1,90;23,40;1,80
6400501;Inhame;Hortalicas tuberosas;7;Refogado(a);115,74;1,71;1,90;23,40;1,80
6400501;Inhame;Hortalicas tuberosas;13;Ensopado;115,74;1,71;1,90;23,40;1,80
6400501;Inhame;Hortalicas tuberosas;15;Sopa;31,44;0,95;0,12;7,01;0,71
6400508;Quicare;Hortalicas tuberosas;99;Nao se aplica;100,00;1,71;0,12;23,40;1,80
6400601;Mandioca;Hortalicas tuberosas;1;Cru(a);125,00;0,60;0,30;30,10;1,60
6400601;Mandioca;Hortalicas tuberosas;2;Cozido(a);125,00;0,60;0,30;30,10;1,60
6400601;Mandioca;Hortalicas tuberosas;4;Assado(a);125,00;0,60;0,30;30,10;1,60
6400601;Mandioca;Hortalicas tuberosas;5;Frito(a);162,74;0,57;5,26;28,60;1,52
6400601;Mandioca;Hortalicas tuberosas;7;Refogado(a);162,74;0,57;5,26;28,60;1,52
6400601;Mandioca;Hortalicas tuberosas;8;Molho vermelho;104,80;0,74;0,28;25,16;1,58
6400601;Mandioca;Hortalicas tuberosas;11;Com manteiga/oleo;154,60;0,61;4,34;28,60;1,52
6400601;Mandioca;Hortalicas tuberosas;13;Ensopado;162,74;0,57;5,26;28,60;1,52
6400601;Mandioca;Hortalicas tuberosas;15;Sopa;31,44;0,95;0,12;7,01;0,71
6400601;Mandioca;Hortalicas tuberosas;99;Nao se aplica;125,00;0,60;0,30;30,10;1,60
6400609;Aipim;Hortalicas tuberosas;2;Cozido(a);125,00;0,60;0,30;30,10;1,60
6400609;Aipim;Hortalicas tuberosas;4;Assado(a);125,00;0,60;0,30;30,10;1,60
6400609;Aipim;Hortalicas tuberosas;5;Frito(a);162,74;0,57;5,26;28,60;1,52
6400609;Aipim;Hortalicas tuberosas;6;Empanado(a)/à milanesa;162,74;0,57;5,26;28,60;1,52
6400609;Aipim;Hortalicas tuberosas;7;Refogado(a);162,74;0,57;5,26;28,60;1,52
6400609;Aipim;Hortalicas tuberosas;8;Molho vermelho;104,80;0,74;0,28;25,16;1,58
6400609;Aipim;Hortalicas tuberosas;11;Com manteiga/oleo;154,60;0,61;4,34;28,60;1,52
6400609;Aipim;Hortalicas tuberosas;13;Ensopado;162,74;0,57;5,26;28,60;1,52
6400609;Aipim;Hortalicas tuberosas;15;Sopa;31,44;0,95;0,12;7,01;0,71
6400609;Aipim;Hortalicas tuberosas;99;Nao se aplica;125,00;0,60;0,30;30,10;1,60
6400610;Macaxeira;Hortalicas tuberosas;1;Cru(a);125,00;0,60;0,30;30,10;1,60
6400610;Macaxeira;Hortalicas tuberosas;2;Cozido(a);125,00;0,60;0,30;30,10;1,60
6400610;Macaxeira;Hortalicas tuberosas;4;Assado(a);125,00;0,60;0,30;30,10;1,60
6400610;Macaxeira;Hortalicas tuberosas;5;Frito(a);162,74;0,57;5,26;28,60;1,52
6400701;Cara;Hortalicas tuberosas;2;Cozido(a);100,00;1,71;0,12;23,40;1,80
6400701;Cara;Hortalicas tuberosas;5;Frito(a);115,74;1,71;1,90;23,40;1,80
6400701;Cara;Hortalicas tuberosas;7;Refogado(a);115,74;1,71;1,90;23,40;1,80
6400701;Cara;Hortalicas tuberosas;13;Ensopado;115,74;1,71;1,90;23,40;1,80
6400701;Cara;Hortalicas tuberosas;14;Mingau;100,00;1,71;0,12;23,40;1,80
6400701;Cara;Hortalicas tuberosas;15;Sopa;31,44;0,95;0,12;7,01;0,71
6400713;Inhame caraquento (cara);Hortalicas tuberosas;2;Cozido(a);100,00;1,71;0,12;23,40;1,80
6400802;Batata (nao especificada);Hortalicas tuberosas;1;Cru(a);86,00;1,71;0,10;20,01;2,05
6400802;Batata (nao especificada);Hortalicas tuberosas;2;Cozido(a);86,00;1,71;0,10;20,01;2,05
6400802;Batata (nao especificada);Hortalicas tuberosas;3;Grelhado(a)/brasa/churrasco;86,00;1,71;0,10;20,01;2,05
6400802;Batata (nao especificada);Hortalicas tuberosas;4;Assado(a);86,00;1,71;0,10;20,01;2,05
6400802;Batata (nao especificada);Hortalicas tuberosas;5;Frito(a);263,50;2,87;13,64;33,60;3,44
6400802;Batata (nao especificada);Hortalicas tuberosas;7;Refogado(a);111,74;1,71;3,01;20,01;2,05
6400802;Batata (nao especificada);Hortalicas tuberosas;8;Molho vermelho;73,60;1,63;0,12;17,08;1,94
6400802;Batata (nao especificada);Hortalicas tuberosas;9;Molho branco;101,39;2,15;2,57;17,86;1,68
6400802;Batata (nao especificada);Hortalicas tuberosas;12;Ao vinagrete;111,74;1,71;3,01;20,01;2,05
6400802;Batata (nao especificada);Hortalicas tuberosas;13;Ensopado;111,74;1,71;3,01;20,01;2,05
6400802;Batata (nao especificada);Hortalicas tuberosas;15;Sopa;31,44;0,95;0,12;7,01;0,71
6400802;Batata (nao especificada);Hortalicas tuberosas;99;Nao se aplica;86,00;1,71;0,10;20,01;2,05
6400908;Mandioquinha;Hortalicas tuberosas;2;Cozido(a);76,00;1,37;0,14;17,72;2,50
6400908;Mandioquinha;Hortalicas tuberosas;5;Frito(a);116,40;1,30;5,13;16,83;2,38
6400908;Mandioquinha;Hortalicas tuberosas;7;Refogado(a);91,74;1,37;1,92;17,72;2,50
6400908;Mandioquinha;Hortalicas tuberosas;13;Ensopado;91,74;1,37;1,92;17,72;2,50
6401001;Rabanete;Hortalicas tuberosas;1;Cru(a);16,00;0,68;0,10;3,40;1,60
6401001;Rabanete;Hortalicas tuberosas;2;Cozido(a);18,00;0,60;0,10;4,10;1,60
6401001;Rabanete;Hortalicas tuberosas;12;Ao vinagrete;18,00;0,60;0,10;4,10;1,60
6401101;Beterraba;Hortalicas tuberosas;1;Cru(a);43,00;1,61;0,17;9,56;2,80
6401101;Beterraba;Hortalicas tuberosas;2;Cozido(a);44,00;1,68;0,18;9,96;2,00
6401101;Beterraba;Hortalicas tuberosas;7;Refogado(a);67,62;1,68;2,85;9,96;2,00
6401101;Beterraba;Hortalicas tuberosas;12;Ao vinagrete;44,00;1,68;0,18;9,96;2,00
6401101;Beterraba;Hortalicas tuberosas;15;Sopa;31,44;0,95;0,12;7,01;0,71
6401101;Beterraba;Hortalicas tuberosas;99;Nao se aplica;43,00;1,61;0,17;9,56;2,80
6401201;Cenoura;Hortalicas tuberosas;1;Cru(a);41,00;0,93;0,24;9,58;2,80
6401201;Cenoura;Hortalicas tuberosas;2;Cozido(a);35,00;0,76;0,18;8,22;3,00
6401201;Cenoura;Hortalicas tuberosas;5;Frito(a);60,47;0,74;3,17;7,97;2,91
6401201;Cenoura;Hortalicas tuberosas;7;Refogado(a);60,47;0,74;3,17;7,97;2,91
6401201;Cenoura;Hortalicas tuberosas;8;Molho vermelho;32,80;0,87;0,18;7,65;2,70
6401201;Cenoura;Hortalicas tuberosas;10;Ao alho e oleo;60,47;0,74;3,17;7,97;2,91
6401201;Cenoura;Hortalicas tuberosas;11;Com manteiga/oleo;56,74;0,79;2,64;8,22;3,00
6401201;Cenoura;Hortalicas tuberosas;12;Ao vinagrete;35,00;0,76;0,18;8,22;3,00
6401201;Cenoura;Hortalicas tuberosas;13;Ensopado;60,47;0,74;3,17;7,97;2,91
6401201;Cenoura;Hortalicas tuberosas;15;Sopa;31,44;0,95;0,12;7,01;0,71
6401201;Cenoura;Hortalicas tuberosas;99;Nao se aplica;41,00;0,93;0,24;9,58;2,80
6401301;Nabo;Hortalicas tuberosas;2;Cozido(a);22,00;0,71;0,08;5,06;2,00
6401301;Nabo;Hortalicas tuberosas;7;Refogado(a);47,74;0,71;2,99;5,06;2,00
6401601;Acafrao;Hortalicas tuberosas;1;Cru(a);310,00;11,43;5,85;65,37;3,90
6401801;Batata0inglesa organica;Hortalicas tuberosas;5;Frito(a);263,50;2,87;13,64;33,60;3,44
6500101;Creme de arroz;Farinhas. feculas e massas;99;Nao se aplica;148,32;3,80;3,30;26,07;0,30
6500104;Arrozina;Farinhas. feculas e massas;99;Nao se aplica;148,32;3,80;3,30;26,07;0,30
6500105;Mucilon;Farinhas. feculas e massas;99;Nao se aplica;78,24;2,42;3,06;10,46;0,17
6500108;Mingau de arroz;Farinhas. feculas e massas;99;Nao se aplica;148,32;3,80;3,30;26,07;0,30
6500202;Croquinhos de arroz;Farinhas. feculas e massas;99;Nao se aplica;387,00;12,94;4,54;77,90;14,50
6500301;Farinha de aveia;Farinhas. feculas e massas;99;Nao se aplica;384,00;16,00;6,30;67,00;9,80
6500401;Aveia em flocos;Farinhas. feculas e massas;99;Nao se aplica;384,00;16,00;6,30;67,00;9,80
6500601;Fuba de milho;Farinhas. feculas e massas;99;Nao se aplica;60,58;1,44;0,20;13,00;0,26
6500603;Farinha de milho;Farinhas. feculas e massas;99;Nao se aplica;351,00;7,20;1,50;79,10;5,50
6500608;Puba de milho;Farinhas. feculas e massas;99;Nao se aplica;311,00;4,80;12,40;45,10;0,70
6500609;Puba de fuba;Farinhas. feculas e massas;99;Nao se aplica;311,00;4,80;12,40;45,10;0,70
6500613;Milho moido;Farinhas. feculas e massas;2;Cozido(a);160,14;3,32;7,18;25,11;4,25
6500614;Mingau de milho;Farinhas. feculas e massas;99;Nao se aplica;78,24;2,42;3,06;10,46;0,17
6500702;Amido de milho;Farinhas. feculas e massas;99;Nao se aplica;78,24;2,42;3,06;10,46;0,17
6500705;Amido de arroz;Farinhas. feculas e massas;99;Nao se aplica;148,32;3,80;3,30;26,07;0,30
6500801;Cremogema;Farinhas. feculas e massas;99;Nao se aplica;78,24;2,42;3,06;10,46;0,17
6500802;Vitamilho;Farinhas. feculas e massas;99;Nao se aplica;128,30;4,35;0,22;26,42;1,71
6500804;Creme de milho;Farinhas. feculas e massas;99;Nao se aplica;78,24;2,42;3,06;10,46;0,17
6500902;Sucrilhos de milho;Farinhas. feculas e massas;99;Nao se aplica;377,00;4,70;0,70;88,80;2,10
6500903;Cereal matinal de milho em flocos;Farinhas. feculas e massas;99;Nao se aplica;377,00;4,70;0,70;88,80;2,10
6501301;Germe de trigo;Farinhas. feculas e massas;99;Nao se aplica;360,00;23,15;9,72;51,80;13,20
6501303;Fibra de trigo;Farinhas. feculas e massas;99;Nao se aplica;216,00;15,55;4,25;64,51;42,80
6501304;Fibra de cereal trigo;Farinhas. feculas e massas;99;Nao se aplica;216,00;15,55;4,25;64,51;42,80
6501401;Farinha de mandioca;Farinhas. feculas e massas;99;Nao se aplica;361,00;1,60;0,30;87,90;6,40
6501410;Farinha de copioba;Farinhas. feculas e massas;99;Nao se aplica;361,00;1,60;0,30;87,90;6,40
6501415;Farinha d_agua;Farinhas. feculas e massas;99;Nao se aplica;361,00;1,60;0,30;87,90;6,40
6501416;Cruera;Farinhas. feculas e massas;99;Nao se aplica;361,00;1,60;0,30;87,90;6,40
6501502;Goma de mandioca;Farinhas. feculas e massas;99;Nao se aplica;336,00;2,00;    ;82,00;    
6501505;Sagu de mandioca;Farinhas. feculas e massas;99;Nao se aplica;116,99;4,33;4,10;15,51;0,03
6501510;Farinha de tapioca;Farinhas. feculas e massas;99;Nao se aplica;331,00;0,50;0,30;81,10;0,60
6501511;Farinha beiju;Farinhas. feculas e massas;99;Nao se aplica;331,00;0,50;0,30;81,10;0,60
6501515;Sagu de tapioca;Farinhas. feculas e massas;99;Nao se aplica;116,99;4,33;4,10;15,51;0,03
6501516;Tapioca de goma;Farinhas. feculas e massas;99;Nao se aplica;336,00;2,00;    ;82,00;    
6502001;Farinha lactea;Farinhas. feculas e massas;99;Nao se aplica;396,67;12,67;6,33;73,33;2,67
6502101;Neston;Farinhas. feculas e massas;99;Nao se aplica;345,80;12,92;    ;70,80;6,25
6502102;Flocos de cereais;Farinhas. feculas e massas;99;Nao se aplica;365,00;7,20;1,00;83,80;4,10
6502105;Vitaflocos;Farinhas. feculas e massas;99;Nao se aplica;78,24;2,42;3,06;10,46;0,17
6502403;Mini pizza semipronta;Farinhas. feculas e massas;1;Cru(a);252,49;10,17;8,22;33,73;1,75
6502403;Mini pizza semipronta;Farinhas. feculas e massas;2;Cozido(a);252,49;10,17;8,22;33,73;1,75
6502403;Mini pizza semipronta;Farinhas. feculas e massas;4;Assado(a);252,49;10,17;8,22;33,73;1,75
6502403;Mini pizza semipronta;Farinhas. feculas e massas;5;Frito(a);252,49;10,17;8,22;33,73;1,75
6502403;Mini pizza semipronta;Farinhas. feculas e massas;99;Nao se aplica;252,49;10,17;8,22;33,73;1,75
6502501;Fibra de soja;Farinhas. feculas e massas;99;Nao se aplica;70,00;12,00;2,00;74,00;73,00
6502603;Minipastel;Farinhas. feculas e massas;99;Nao se aplica;319,81;10,38;15,68;33,51;1,45
6503401;Macarrao ;Farinhas. feculas e massas;1;Cru(a);158,00;5,80;0,93;30,86;1,80
6503401;Macarrao ;Farinhas. feculas e massas;2;Cozido(a);158,00;5,80;0,93;30,86;1,80
6503401;Macarrao ;Farinhas. feculas e massas;3;Grelhado(a)/brasa/churrasco;158,00;5,80;0,93;30,86;1,80
6503401;Macarrao ;Farinhas. feculas e massas;4;Assado(a);158,00;5,80;0,93;30,86;1,80
6503401;Macarrao ;Farinhas. feculas e massas;5;Frito(a);186,68;5,80;4,17;30,86;1,80
6503401;Macarrao ;Farinhas. feculas e massas;6;Empanado(a)/à milanesa;186,68;5,80;4,17;30,86;1,80
6503401;Macarrao ;Farinhas. feculas e massas;7;Refogado(a);186,68;5,80;4,17;30,86;1,80
6503401;Macarrao ;Farinhas. feculas e massas;8;Molho vermelho;103,73;3,50;1,92;18,27;1,46
6503401;Macarrao ;Farinhas. feculas e massas;9;Molho branco;158,99;5,42;3,23;26,54;1,48
6503401;Macarrao ;Farinhas. feculas e massas;10;Ao alho e oleo;186,68;5,80;4,17;30,86;1,80
6503401;Macarrao ;Farinhas. feculas e massas;11;Com manteiga/oleo;182,22;5,83;3,67;30,86;1,80
6503401;Macarrao ;Farinhas. feculas e massas;12;Ao vinagrete;158,00;5,80;0,93;30,86;1,80
6503401;Macarrao ;Farinhas. feculas e massas;13;Ensopado;186,68;5,80;4,17;30,86;1,80
6503401;Macarrao ;Farinhas. feculas e massas;15;Sopa;158,00;5,80;0,93;30,86;1,80
6503401;Macarrao ;Farinhas. feculas e massas;99;Nao se aplica;158,00;5,80;0,93;30,86;1,80
6503501;Pure de batata;Farinhas. feculas e massas;99;Nao se aplica;115,16;1,81;4,36;17,76;1,78
6503601;Bife vegetal;Farinhas. feculas e massas;99;Nao se aplica;142,37;18,51;5,32;5,80;0,44
6503603;Carne vegetal;Farinhas. feculas e massas;5;Frito(a);142,37;18,51;5,32;5,80;0,44
6503604;Pasta de soja;Farinhas. feculas e massas;99;Nao se aplica;62,00;6,90;2,70;2,40;0,10
6503605;Carne de soja;Farinhas. feculas e massas;99;Nao se aplica;142,37;18,51;5,32;5,80;0,44
6503702;Amendoim moido;Farinhas. feculas e massas;99;Nao se aplica;567,00;25,80;49,24;16,13;8,50
6504101;Granola ;Farinhas. feculas e massas;99;Nao se aplica;388,00;9,50;6,30;73,80;8,50
6504601;Musli;Farinhas. feculas e massas;99;Nao se aplica;388,00;9,50;6,30;73,80;8,50
6504701;Mix de cereais;Farinhas. feculas e massas;99;Nao se aplica;388,00;9,50;6,30;73,80;8,50
6504801;Miojo;Farinhas. feculas e massas;99;Nao se aplica;189,86;5,65;7,18;25,54;1,16
6504802;Macarrao instantaneo;Farinhas. feculas e massas;99;Nao se aplica;189,86;5,65;7,18;25,54;1,16
6505101;Sustagem;Farinhas. feculas e massas;99;Nao se aplica;369,15;24,05;0,49;68,02;    
6505601;Proteina de soja;Farinhas. feculas e massas;99;Nao se aplica;142,37;18,51;5,32;5,80;0,44
6505603;Proteina vegetal;Farinhas. feculas e massas;99;Nao se aplica;142,37;18,51;5,32;5,80;0,44
6505701;Complemento alimentar de qualquer sabor;Farinhas. feculas e massas;99;Nao se aplica;369,15;24,05;0,49;68,02;    
6505902;Sucrilhos de milho light;Farinhas. feculas e massas;99;Nao se aplica;365,00;7,20;1,00;83,80;4,10
6506003;Mini pizza semipronta light;Farinhas. feculas e massas;4;Assado(a);255,57;14,60;8,45;29,82;1,74
6506302;Macarrao instantaneo light;Farinhas. feculas e massas;15;Sopa;189,86;5,65;7,18;25,54;1,16
6506302;Macarrao instantaneo light;Farinhas. feculas e massas;99;Nao se aplica;189,86;5,65;7,18;25,54;1,16
6506401;Proteina de soja organica;Farinhas. feculas e massas;99;Nao se aplica;142,37;18,51;5,32;5,80;0,44
6573225;Macarrao com carne;Farinhas. feculas e massas;99;Nao se aplica;120,59;6,22;2,79;17,42;1,25
6573226;Macarrao com peixe;Farinhas. feculas e massas;99;Nao se aplica;163,17;14,98;4,13;15,43;0,90
6600101;Coco0da0baia (seco ou verde);Cocos. castanhas e nozes;99;Nao se aplica;354,00;3,33;33,49;15,23;9,00
6600301;Castanha portuguesa;Cocos. castanhas e nozes;99;Nao se aplica;131,00;2,00;1,38;27,76;4,14
6600401;Pinhao;Cocos. castanhas e nozes;99;Nao se aplica;174,37;2,98;0,75;43,92;15,60
6600501;Amendoa;Cocos. castanhas e nozes;99;Nao se aplica;578,00;21,26;50,64;19,74;11,80
6600601;Avela;Cocos. castanhas e nozes;99;Nao se aplica;628,00;14,95;60,75;16,70;9,70
6600701;Castanha0do0para;Cocos. castanhas e nozes;99;Nao se aplica;656,00;14,32;66,43;12,27;7,50
6600801;Castanha de caju;Cocos. castanhas e nozes;99;Nao se aplica;574,00;15,31;46,35;32,69;3,00
6600912;Butia;Cocos. castanhas e nozes;99;Nao se aplica;105,00;1,90;2,00;22,80;7,40
6601108;Tucuma;Cocos. castanhas e nozes;99;Nao se aplica;474,00;5,50;47,20;6,80;19,20
6601208;Coco de mucaja;Cocos. castanhas e nozes;99;Nao se aplica;404,28;2,08;40,66;13,95;13,44
6601501;Noz (nogueira);Cocos. castanhas e nozes;99;Nao se aplica;654,00;15,23;65,21;13,71;6,70
6601706;Acai ;Cocos. castanhas e nozes;99;Nao se aplica;262,00;3,60;2,00;57,40;5,92
6601707;Jucara;Cocos. castanhas e nozes;99;Nao se aplica;262,00;3,60;2,00;57,40;5,92
6601709;Uacai;Cocos. castanhas e nozes;99;Nao se aplica;262,00;3,60;2,00;57,40;5,92
6601712;Jussara;Cocos. castanhas e nozes;99;Nao se aplica;262,00;3,60;2,00;57,40;5,92
6601805;Pupunha;Cocos. castanhas e nozes;99;Nao se aplica;28,00;2,52;0,62;4,62;2,40
6601902;Bacaba;Cocos. castanhas e nozes;99;Nao se aplica;212,00;3,12;19,80;6,60;    
6601904;Bacabucu;Cocos. castanhas e nozes;99;Nao se aplica;212,00;3,12;19,80;6,60;    
6602001;Castanha0da0india;Cocos. castanhas e nozes;99;Nao se aplica;656,00;14,32;66,43;12,27;7,50
6602201;Pistache;Cocos. castanhas e nozes;99;Nao se aplica;557,00;20,61;44,44;27,97;10,30
6602301;Buriti ;Cocos. castanhas e nozes;99;Nao se aplica;145,00;1,80;8,10;10,20;9,60
6602401;Coco ;Cocos. castanhas e nozes;99;Nao se aplica;354,00;3,33;33,49;15,23;9,00
6602601;Pataua ;Cocos. castanhas e nozes;99;Nao se aplica;105,00;1,90;2,00;22,80;7,40
6700101;Alface;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;15,00;1,36;0,15;2,79;1,30
6700201;Bertalha;Hortalicas folhosas. frutosas e outras;7;Refogado(a);45,30;2,97;2,78;3,75;2,40
6700301;Chicoria;Hortalicas folhosas. frutosas e outras;1;Cru(a);17,00;1,25;0,20;3,35;3,10
6700301;Chicoria;Hortalicas folhosas. frutosas e outras;2;Cozido(a);58,88;1,90;3,89;5,63;2,00
6700301;Chicoria;Hortalicas folhosas. frutosas e outras;7;Refogado(a);58,88;1,90;3,89;5,63;2,00
6700301;Chicoria;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;58,88;1,90;3,89;5,63;2,00
6700304;Escarola;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;52,88;1,61;3,75;4,31;3,99
6700501;Couve;Hortalicas folhosas. frutosas e outras;1;Cru(a);30,00;2,45;0,42;5,69;3,60
6700501;Couve;Hortalicas folhosas. frutosas e outras;2;Cozido(a);26,00;2,11;0,36;4,91;2,80
6700501;Couve;Hortalicas folhosas. frutosas e outras;5;Frito(a);47,13;2,11;2,75;4,91;2,80
6700501;Couve;Hortalicas folhosas. frutosas e outras;7;Refogado(a);47,13;2,11;2,75;4,91;2,80
6700501;Couve;Hortalicas folhosas. frutosas e outras;8;Molho vermelho;25,60;1,95;0,32;5,00;2,54
6700501;Couve;Hortalicas folhosas. frutosas e outras;10;Ao alho e oleo;47,13;2,11;2,75;4,91;2,80
6700501;Couve;Hortalicas folhosas. frutosas e outras;11;Com manteiga/oleo;43,85;2,13;2,38;4,91;2,80
6700501;Couve;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;26,00;2,11;0,36;4,91;2,80
6700501;Couve;Hortalicas folhosas. frutosas e outras;13;Ensopado;47,13;2,11;2,75;4,91;2,80
6700501;Couve;Hortalicas folhosas. frutosas e outras;14;Mingau;26,00;2,11;0,36;4,91;2,80
6700501;Couve;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;26,00;2,11;0,36;4,91;2,80
6700601;Couve0flor;Hortalicas folhosas. frutosas e outras;1;Cru(a);23,00;1,84;0,45;4,11;2,30
6700601;Couve0flor;Hortalicas folhosas. frutosas e outras;2;Cozido(a);23,00;1,84;0,45;4,11;2,30
6700601;Couve0flor;Hortalicas folhosas. frutosas e outras;5;Frito(a);55,38;1,84;4,11;4,11;2,30
6700601;Couve0flor;Hortalicas folhosas. frutosas e outras;6;Empanado(a)/à milanesa;137,44;4,17;9,21;10,31;2,08
6700601;Couve0flor;Hortalicas folhosas. frutosas e outras;7;Refogado(a);55,38;1,84;4,11;4,11;2,30
6700601;Couve0flor;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;23,00;1,84;0,45;4,11;2,30
6700601;Couve0flor;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;23,00;1,84;0,45;4,11;2,30
6700701;Espinafre;Hortalicas folhosas. frutosas e outras;1;Cru(a);23,00;2,97;0,26;3,75;2,40
6700701;Espinafre;Hortalicas folhosas. frutosas e outras;2;Cozido(a);23,00;2,97;0,26;3,75;2,40
6700701;Espinafre;Hortalicas folhosas. frutosas e outras;7;Refogado(a);45,30;2,97;2,78;3,75;2,40
6700701;Espinafre;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;23,00;2,97;0,26;3,75;2,40
6700701;Espinafre;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;23,00;2,97;0,26;3,75;2,40
6700801;Mostarda (verdura);Hortalicas folhosas. frutosas e outras;1;Cru(a);26,00;2,70;0,20;4,90;3,30
6700801;Mostarda (verdura);Hortalicas folhosas. frutosas e outras;2;Cozido(a);15,00;2,26;0,24;2,10;2,00
6700801;Mostarda (verdura);Hortalicas folhosas. frutosas e outras;7;Refogado(a);43,68;2,26;3,48;2,10;2,00
6700801;Mostarda (verdura);Hortalicas folhosas. frutosas e outras;99;Nao se aplica;15,00;2,26;0,24;2,10;2,00
6700901;Repolho;Hortalicas folhosas. frutosas e outras;1;Cru(a);25,00;1,28;0,10;5,80;2,24
6700901;Repolho;Hortalicas folhosas. frutosas e outras;2;Cozido(a);23,00;1,27;0,06;5,51;1,90
6700901;Repolho;Hortalicas folhosas. frutosas e outras;5;Frito(a);49,77;1,27;3,09;5,51;1,90
6700901;Repolho;Hortalicas folhosas. frutosas e outras;7;Refogado(a);49,77;1,27;3,09;5,51;1,90
6700901;Repolho;Hortalicas folhosas. frutosas e outras;9;Molho branco;23,00;1,27;0,06;5,51;1,90
6700901;Repolho;Hortalicas folhosas. frutosas e outras;10;Ao alho e oleo;49,77;1,27;3,09;5,51;1,90
6700901;Repolho;Hortalicas folhosas. frutosas e outras;12;Ao vinagrete;23,00;1,27;0,06;5,51;1,90
6700901;Repolho;Hortalicas folhosas. frutosas e outras;13;Ensopado;49,77;1,27;3,09;5,51;1,90
6700901;Repolho;Hortalicas folhosas. frutosas e outras;15;Sopa;31,44;0,95;0,12;7,01;0,71
6700901;Repolho;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;23,00;1,27;0,06;5,51;1,90
6701101;Cebolinha;Hortalicas folhosas. frutosas e outras;99;Nao se aplica;25,00;1,80;0,10;5,65;3,50
6701301;Agriao;Hortalicas folhosas. frutosas e outras;1;Cru(a);25,00;2,58;0,66;3,65;1,60
