Codigo_do_alimento ;Descricao_do_alimento ;Tipo;Codigo _da_preparacao;Descricao_da_preparacao;Retinol_(mcg);Vitamina_A_ERA_(mcg);Tiamina_(mg);Riboflavina_(mg);Niacina_(mg);Niacina_(NE)_(mg);Piridoxina_(mg);Cobalamina_(mcg);Folato_(DFE)_(mcg);Vitamina_D_(mcg);Vitamina_E_(mg);Vitamina_C_(mg)
7904803;Iogurte de qualquer sabor desnatado organico;Laticinios;99;Nao se aplica;2;2.33;0.04;0.18;0.1;0.57;0.04;0.47;9;0;0.06;0.7
7904804;Iogurte natural de qualquer sabor organico;Laticinios;99;Nao se aplica;27;27.42;0.03;0.14;0.08;0.41;0.03;0.37;7;0.04;0.09;0.5
7905103;Mucarela light;Laticinios;99;Nao se aplica;133;136.67;0.1;0.33;0.12;10.17;0.08;2.31;10;0.16;0.37;0
7905104;Queijo mucarela light;Laticinios;99;Nao se aplica;133;136.67;0.1;0.33;0.12;10.17;0.08;2.31;10;0.16;0.37;0
7905201;Leite de soja com sabor light;Laticinios;99;Nao se aplica;0;0.05;0.02;0.07;0.9;1.49;0.08;0;7.45;0;0.04;0.2
7905203;Ades light;Laticinios;99;Nao se aplica;0;0.04;0.02;0.06;0.64;1.1;0.06;0;5.84;0;0.03;0.16
7905601;Creme de leite light;Laticinios;99;Nao se aplica;12;12.25;0.06;0.24;0.12;0.64;0.06;0.52;4;0.05;0.04;0.7
7905901;Queijo prato light;Laticinios;99;Nao se aplica;279.12;283.65;0.02;0.24;0.05;5.2;0.05;0.53;11.52;0.11;0.19;0
7906001;Queijo de minas light;Laticinios;99;Nao se aplica;21;21.42;0.02;0.19;0.14;2.69;0.08;0.71;13;0.01;0.02;0
7906005;Queijo de coalho light;Laticinios;99;Nao se aplica;279.12;283.65;0.02;0.24;0.05;5.2;0.05;0.53;11.52;0.11;0.19;0
7906201;Queijo ricota light;Laticinios;99;Nao se aplica;1.48;1.49;0.06;0.18;0.1;3.19;0.05;0.25;3.1;0;0;0.08
7906303;Queijo ralado light;Laticinios;99;Nao se aplica;156;160.25;0.03;0.49;0.11;4.23;0.05;2.26;10;0.49;0.17;0
7906401;Queijo polenguinho light;Laticinios;99;Nao se aplica;352;355.75;0.02;0.28;0.14;3.51;0.07;0.6;18;0.58;0.15;0
7906501;Requeijao light;Laticinios;99;Nao se aplica;352;355.75;0.02;0.28;0.14;3.51;0.07;0.6;18;0.58;0.15;0
7906601;Queijo nao especificado light;Laticinios;99;Nao se aplica;21;21.42;0.02;0.19;0.14;2.69;0.08;0.71;13;0.01;0.02;0
7906702;Leite achocolatado light;Laticinios;99;Nao se aplica;58;58.17;0.04;0.17;0.13;0.89;0.04;0.34;5;1;0.02;0.9
7906710;Bebida achocolatada light;Laticinios;99;Nao se aplica;58;58.17;0.04;0.17;0.13;0.89;0.04;0.34;5;1;0.02;0.9
7906801;Leite com sabor diet;Laticinios;99;Nao se aplica;26.86;27.26;0.05;0.21;0.14;1.45;0.11;0.46;5.66;0.96;0.07;2.36
7906802;Leite achocolatado diet;Laticinios;99;Nao se aplica;26.86;27.26;0.05;0.21;0.14;1.45;0.11;0.46;5.66;0.96;0.07;2.36
7906810;Bebida achocolatada diet;Laticinios;99;Nao se aplica;26.86;27.26;0.05;0.21;0.14;1.45;0.11;0.46;5.66;0.96;0.07;2.36
7906901;Leite de soja em po light;Laticinios;99;Nao se aplica;789.47;789.6;0.1;0.12;0.57;7.67;0.1;3.16;71.75;13.16;10.58;32.08
7907001;Leite em po com sabor;Laticinios;99;Nao se aplica;0;0;0.03;0.15;0.51;1.26;0.01;0;5;0;0.37;0.7
7907101;Manteiga com ou sem sal light;Laticinios;99;Nao se aplica;325.03;449.41;0;0.02;0.02;0.12;0;0.08;1.45;0.68;1.12;0
7907301;Queijo de minas frescal organico;Laticinios;99;Nao se aplica;247;253.83;0.07;0.48;0.18;4.43;0.08;1.11;18;0.11;0.27;0
7907305;Queijo de coalho frescal organico;Laticinios;99;Nao se aplica;192;198.5;0.02;0.39;0.09;5.34;0.08;0.83;18;0.24;0.26;0
8000103;Pao de hamburguer;Panificados;99;Nao se aplica;0;0;0.4;0.32;4.15;5.87;0.07;0.2;170;0;0.07;0
8000105;Pao de sal;Panificados;99;Nao se aplica;3;0;0.39;0.67;2.34;0;0.6;0;0;0;0;0
8000201;Pao doce;Panificados;99;Nao se aplica;95.85;97.7;0.31;0.26;2.4;3.47;0.04;0.11;89.84;0.38;0.39;0.05
8000203;Chineque;Panificados;99;Nao se aplica;95.85;97.7;0.31;0.26;2.4;3.47;0.04;0.11;89.84;0.38;0.39;0.05
8000218;Chineque com farofa;Panificados;99;Nao se aplica;95.85;97.7;0.31;0.26;2.4;3.47;0.04;0.11;89.84;0.38;0.39;0.05
8000229;Pao de mel;Panificados;99;Nao se aplica;120.01;122.32;0.26;0.2;2.17;3.1;0.26;0.09;65.5;0.41;0.53;0.02
8000234;Panetone;Panificados;99;Nao se aplica;19.86;20.09;0.45;0.39;3.55;5.08;0.06;0.13;136.82;0.15;0.87;0.34
8000237;Bisnaguinha;Panificados;99;Nao se aplica;1;1;0.53;0.37;5.37;6.72;0.1;0.13;150;0;0.28;0.2
8000240;Croissant;Panificados;99;Nao se aplica;230.61;234.72;0.45;0.41;3.44;5.1;0.06;0.28;129.58;0.83;0.82;0.06
8000501;Pao de forma industrializado de qualquer marca;Panificados;99;Nao se aplica;0;0;0.46;0.33;4.39;5.87;0.08;0;171;0;0.22;0
8000801;Pao de queijo;Panificados;99;Nao se aplica;61;0;0.04;0.1;0;0;0.04;0;0;0;0;0
8001101;Pao de milho;Panificados;99;Nao se aplica;40.59;42.94;0.31;0.3;2.28;3.72;0.11;0.32;108.25;0.41;0.27;0.07
8001401;Pao integral;Panificados;99;Nao se aplica;0;0.17;0.35;0.22;4.71;6.08;0.21;0;50;0;0.51;0
8001501;Pao nao especificado;Panificados;99;Nao se aplica;3;0;0.39;0.67;2.34;0;0.6;0;0;0;0;0
8001901;Torrada de qualquer pao;Panificados;99;Nao se aplica;0;0;0.38;0;0;0;0;0;0;0;0;0
8002001;Rosca doce;Panificados;99;Nao se aplica;53.61;55.42;0.24;0.22;1.78;2.71;0.03;0.15;64.5;0.24;1.1;0.08
8002002;Rosquinha doce;Panificados;99;Nao se aplica;0;0;1.01;0.42;3.91;0;0;0;0;0;0;0
8002101;Rosca salgada;Panificados;99;Nao se aplica;61.99;70.06;0.3;0.34;2.48;6.13;0.08;0.75;86.01;0.18;0.3;3.92
8002106;Rosquinha salgada;Panificados;99;Nao se aplica;0;0;0.71;0.13;7.14;0;0.17;0;0;0;0;0
8002201;Biscoito salgado;Panificados;99;Nao se aplica;0;0;0.71;0.13;7.14;0;0.17;0;0;0;0;0
8002205;Presuntinho biscoito;Panificados;99;Nao se aplica;0.25;0.61;0.63;0.42;4.87;6.69;0.04;0;173.25;0;5.77;0
8002212;Biscoito de polvilho;Panificados;99;Nao se aplica;59.54;60.01;0.02;0.18;0.02;0.93;0.04;0.39;15.59;0.45;4;0
8002225;Bolacha salgada;Panificados;99;Nao se aplica;0;0;0.71;0.13;7.14;0;0.17;0;0;0;0;0
8002227;Chips (salgadinhos);Panificados;99;Nao se aplica;0;7.5;0.43;0.29;3.72;4.17;0.14;0;85.4;0;2.89;0
8002230;Baconzitos;Panificados;99;Nao se aplica;0.25;0.61;0.63;0.42;4.87;6.69;0.04;0;173.25;0;5.77;0
8002236;Biscoito salgado integral;Panificados;99;Nao se aplica;0;0.35;0.38;0.18;5.34;8.3;0.29;0;36.89;0;1.87;0
8002301;Biscoito doce;Panificados;99;Nao se aplica;0;0;1.01;0.42;3.91;0;0;0;0;0;0;0
8002302;Cavaco chines;Panificados;99;Nao se aplica;0;0;1.01;0.42;3.91;0;0;0;0;0;0;0
8002305;Sequilho;Panificados;99;Nao se aplica;0;0;1.01;0.42;3.91;0;0;0;0;0;0;0
8002306;Tareco;Panificados;99;Nao se aplica;0;0;1.01;0.42;3.91;0;0;0;0;0;0;0
8002309;Solda;Panificados;99;Nao se aplica;0;0;0.71;0.13;7.14;0;0.17;0;0;0;0;0
8002315;Brevidade;Panificados;99;Nao se aplica;162.63;170.35;0.02;0.13;0.02;0.67;0.03;0.28;12.67;0.3;0.71;0.03
8002334;Bolacha doce;Panificados;99;Nao se aplica;0;0;1.01;0.42;3.91;0;0;0;0;0;0;0
8002335;Maria maluca (bolacha doce);Panificados;99;Nao se aplica;0;0;1.01;0.42;3.91;0;0;0;0;0;0;0
8002405;Quebra-quebra;Panificados;99;Nao se aplica;0;0;1.01;0.42;3.91;0;0;0;0;0;0;0
8002502;Rocambole;Panificados;99;Nao se aplica;250.49;254.72;0.17;0.28;1.09;2.41;0.05;0.41;50.88;0.97;0.98;0.21
8002503;Cuca de qualquer tipo;Panificados;99;Nao se aplica;95.85;97.7;0.31;0.26;2.4;3.47;0.04;0.11;89.84;0.38;0.39;0.05
8002601;Bolo de milho;Panificados;99;Nao se aplica;57;0;0.11;0.05;0;0;0;0;0;0;0;0
8002604;Amidomil (bolinho);Panificados;99;Nao se aplica;57;0;0.11;0.05;0;0;0;0;0;0;0;0
8002605;Angusor de milho;Panificados;99;Nao se aplica;57;0;0.11;0.05;0;0;0;0;0;0;0;0
8002609;Grustoli (bolinho doce);Panificados;99;Nao se aplica;66.35;68.64;0.31;0.27;2.23;3.36;0.03;0.18;80.92;0.28;1.28;0.05
8002701;Bolo de aipim;Panificados;99;Nao se aplica;0;0;0.13;0.07;0;0;0;0;0;0;0;0
8002702;Bolo de tapioca;Panificados;99;Nao se aplica;0;0;0.13;0.07;0;0;0;0;0;0;0;0
8002703;Bolo de macaxeira;Panificados;99;Nao se aplica;0;0;0.13;0.07;0;0;0;0;0;0;0;0
8002704;Bolo de goma;Panificados;99;Nao se aplica;0;0;0.13;0.07;0;0;0;0;0;0;0;0
8002801;Bolo de batata-doce;Panificados;99;Nao se aplica;0;0;0.13;0.07;0;0;0;0;0;0;0;0
8002901;Bolo de arroz;Panificados;99;Nao se aplica;0;0;0.13;0.07;0;0;0;0;0;0;0;0
8003101;Bolo de cara;Panificados;99;Nao se aplica;0;0;0.13;0.07;0;0;0;0;0;0;0;0
8003501;Tortas doces de qualquer sabor;Panificados;99;Nao se aplica;10.54;10.69;0.07;0.1;0.41;1.09;0.02;0.17;23.05;0.38;0.06;0
8003601;Tortas salgadas de qualquer sabor;Panificados;99;Nao se aplica;45.79;47.87;0.11;0.1;1.18;1.93;0.09;0.21;22.9;0.14;0.27;3.52
8003701;Sonho;Panificados;99;Nao se aplica;34.34;34.79;0.32;0.33;2.55;3.78;0.06;0.22;104.5;0.39;1;0.05
8003702;Filhos (bolinho de farinha de trigo e ovos);Panificados;99;Nao se aplica;66.35;68.64;0.31;0.27;2.23;3.36;0.03;0.18;80.92;0.28;1.28;0.05
8003801;Bolo de chocolate;Panificados;99;Nao se aplica;82.84;83.52;0.22;0.36;1.51;3.37;0.07;0.55;63.48;0.63;0.52;0.75
8003902;Brioche;Panificados;99;Nao se aplica;43.63;43.95;0.46;0.45;3.52;5.37;0.07;0.3;138.3;0.42;0.37;0.03
8004001;Bolo de laranja;Panificados;99;Nao se aplica;77.62;80.8;0.24;0.19;1.54;2.5;0.1;0.14;54.3;0.27;0.48;5.31
8004101;Bolo de coco;Panificados;99;Nao se aplica;54.56;56.31;0.17;0.26;1.14;2.41;0.1;0.36;52.64;0.42;0.43;5.26
8004201;Bolo de cenoura;Panificados;99;Nao se aplica;150.68;373.35;0.19;0.19;1.44;2.3;0.07;0.17;53.14;0.43;0.87;0.94
8004601;Bolo de trigo;Panificados;99;Nao se aplica;63.65;65.7;0.19;0.3;1.25;2.64;0.07;0.42;60.08;0.48;0.44;6.02
8004701;Broa;Panificados;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0
8004801;Biscoito recheado;Panificados;99;Nao se aplica;0;0;0.32;0.39;2.52;0;0.46;0;0;0;0;0
8004807;Waffer (biscoito);Panificados;99;Nao se aplica;2.64;2.68;0.41;0.3;3.07;4.37;0.04;0.06;107.14;0.04;0.91;0.03
8004809;Alfajores (biscoito);Panificados;99;Nao se aplica;0.12;0.12;0.46;0.31;3.48;4.84;0.04;0.02;119.19;0;2.15;0.01
8004810;Bolacha recheada;Panificados;99;Nao se aplica;0;0;0.32;0.39;2.52;0;0.46;0;0;0;0;0
8004813;Rosca recheada;Panificados;99;Nao se aplica;137.6;140.12;0.21;0.21;1.57;2.72;0.03;0.13;56.48;0.55;0.62;0
8004814;Rosquinha recheada de qualquer sabor;Panificados;99;Nao se aplica;0;0;0.32;0.39;2.52;0;0.46;0;0;0;0;0
8005201;Biscoito nao especificado;Panificados;99;Nao se aplica;0;0;0.71;0.13;7.14;0;0.17;0;0;0;0;0
8006101;Crepe;Panificados;99;Nao se aplica;60.54;67.25;0.09;0.24;2.43;4.25;0.15;1.09;24.13;0.57;1.02;0.78
8006501;Pao diet (de forma industrializado);Panificados;99;Nao se aplica;0;0;0.42;0.3;3.89;5.69;0.13;0;135;0;0.24;0.1
8006601;Pao light (de forma industrializado);Panificados;99;Nao se aplica;0;0;0.42;0.3;3.89;5.69;0.13;0;135;0;0.24;0.1
8006701;Pao de queijo light;Panificados;99;Nao se aplica;61;0;0.04;0.1;0;0;0.04;0;0;0;0;0
8006801;Pao integral light;Panificados;99;Nao se aplica;0;0;0.42;0.3;3.89;5.69;0.13;0;135;0;0.24;0.1
8007001;Tortas doces de qualquer sabor light;Panificados;99;Nao se aplica;10.54;10.69;0.07;0.1;0.41;1.1;0.02;0.17;23.07;0.38;0.06;0
8007101;Tortas doces de qualquer sabor diet;Panificados;99;Nao se aplica;10.54;10.69;0.07;0.1;0.4;1.08;0.02;0.17;22.98;0.38;0.06;0
8007302;Filhos (bolinho de farinha de trigo e ovos) light;Panificados;99;Nao se aplica;76.94;79.59;0.35;0.31;2.58;3.9;0.04;0.2;93.83;0.32;1.48;0.05
8007402;Filhos (bolinho de farinha de trigo e ovos) diet;Panificados;99;Nao se aplica;76.94;79.59;0.35;0.31;2.58;3.9;0.04;0.2;93.83;0.32;1.48;0.05
8007501;Bolo de chocolate light;Panificados;99;Nao se aplica;49.04;62;0.2;0.18;1.48;2.38;0.02;0.11;53.41;0.19;0.26;0
8007601;Bolo de chocolate diet;Panificados;99;Nao se aplica;49.04;62;0.2;0.18;1.48;2.38;0.02;0.11;53.41;0.19;0.26;0
8007701;Bolo de laranja light;Panificados;99;Nao se aplica;47.25;59.93;0.24;0.19;1.54;2.49;0.1;0.14;54.17;0.21;0.38;5.31
8008001;Bolo de coco diet;Panificados;99;Nao se aplica;49.04;62;0.2;0.18;1.48;2.38;0.02;0.11;53.41;0.19;0.26;0
8008201;Bolo de cenoura diet;Panificados;99;Nao se aplica;83.19;326.97;0.19;0.19;1.44;2.28;0.07;0.16;52.84;0.29;0.63;0.94
8008301;Biscoito recheado light;Panificados;99;Nao se aplica;0;0;0.32;0.23;2.54;3.82;0.03;0;83.64;0;1.97;0
8008305;Biscoito waffer light;Panificados;99;Nao se aplica;0.1;0.1;0.34;0.23;2.55;3.48;0.02;0.01;87.91;0;0.55;0.01
8008307;Waffer (biscoito) light;Panificados;99;Nao se aplica;0.1;0.1;0.34;0.23;2.55;3.48;0.02;0.01;87.91;0;0.55;0.01
8008309;Alfajores (biscoito) light;Panificados;99;Nao se aplica;0;0;0.32;0.23;2.54;3.82;0.03;0;83.64;0;1.97;0
8008310;Bolacha recheada light;Panificados;99;Nao se aplica;0;0;0.32;0.23;2.54;3.82;0.03;0;83.64;0;1.97;0
8008401;Biscoito recheado diet;Panificados;99;Nao se aplica;0.51;0.51;0.2;0.14;1.54;3.29;0.02;0.02;51.29;0;3.37;0.01
8008408;Rosquinha recheada de qualquer sabor diet;Panificados;99;Nao se aplica;0.51;0.51;0.2;0.14;1.54;3.29;0.02;0.02;51.29;0;3.37;0.01
8008410;Bolacha recheada diet;Panificados;99;Nao se aplica;0.51;0.51;0.2;0.14;1.54;3.29;0.02;0.02;51.29;0;3.37;0.01
8010001;Pao doce diet;Panificados;99;Nao se aplica;60.64;79.58;0.3;0.25;2.38;3.37;0.03;0.1;88.86;0.25;0.25;0.05
8010029;Pao de mel diet;Panificados;99;Nao se aplica;61.86;82.36;0.26;0.2;2.16;3.08;0.26;0.07;65.24;0.29;0.33;0.02
8010034;Panetone diet;Panificados;99;Nao se aplica;19.86;20.09;0.45;0.39;3.55;5.08;0.06;0.13;136.82;0.15;0.87;0.34
8010101;Biscoito salgado light;Panificados;99;Nao se aplica;0;0.5;0.74;0.41;5;7.03;0.17;0;171.47;0;3.15;0
8010125;Bolacha salgada light;Panificados;99;Nao se aplica;0;0.5;0.74;0.41;5;7.03;0.17;0;171.47;0;3.15;0
8010127;Chips (salgadinhos) light;Panificados;99;Nao se aplica;0;0.46;0.36;0.2;3.78;4.9;0.68;0;31.76;0;0.76;29.38
8010401;Biscoito doce light;Panificados;99;Nao se aplica;0;0.09;0.36;0.22;3.39;4.87;0.11;0;77.45;0;0.53;0.02
8010434;Bolacha doce light;Panificados;99;Nao se aplica;0;0.09;0.36;0.22;3.39;4.87;0.11;0;77.45;0;0.53;0.02
8010501;Biscoito doce diet;Panificados;99;Nao se aplica;0.03;0.17;0.42;0.25;2.91;4.21;0.03;0;99.36;0;1.77;0.04
8010534;Bolacha doce diet;Panificados;99;Nao se aplica;0.03;0.17;0.42;0.25;2.91;4.21;0.03;0;99.36;0;1.77;0.04
8010601;Bolo de banana;Panificados;99;Nao se aplica;79.01;81.64;0.19;0.19;1.52;2.29;0.17;0.12;55.22;0.24;0.38;3.45
8100101;Carne-seca;Carnes industrializadas;2;Cozido(a);0;0;0;0.06;0;0;0;0;0;0;0;0
8100101;Carne-seca;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;0;0;0;0.06;0;0;0;0;0;0;0;0
8100101;Carne-seca;Carnes industrializadas;4;Assado(a);0;0;0;0.06;0;0;0;0;0;0;0;0
8100101;Carne-seca;Carnes industrializadas;5;Frito(a);0;0;0;0.06;0;0;0;0;0;0;0.49;0
8100101;Carne-seca;Carnes industrializadas;7;Refogado(a);0;0;0;0.06;0;0;0;0;0;0;0.49;0
8100101;Carne-seca;Carnes industrializadas;8;Molho vermelho;0;3.48;0;0.06;0.2;0.23;0.02;0;2.2;0;0.28;1.4
8100101;Carne-seca;Carnes industrializadas;13;Ensopado;0;0;0;0.06;0;0;0;0;0;0;0.49;0
8100102;Carne de charque;Carnes industrializadas;1;Cru(a);0;0;0;0.06;0;0;0;0;0;0;0;0
8100102;Carne de charque;Carnes industrializadas;2;Cozido(a);0;0;0;0.06;0;0;0;0;0;0;0;0
8100102;Carne de charque;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;0;0;0;0.06;0;0;0;0;0;0;0;0
8100102;Carne de charque;Carnes industrializadas;4;Assado(a);0;0;0;0.06;0;0;0;0;0;0;0;0
8100102;Carne de charque;Carnes industrializadas;5;Frito(a);0;0;0;0.06;0;0;0;0;0;0;0.49;0
8100102;Carne de charque;Carnes industrializadas;7;Refogado(a);0;0;0;0.06;0;0;0;0;0;0;0.49;0
8100102;Carne de charque;Carnes industrializadas;8;Molho vermelho;0;3.48;0;0.06;0.2;0.23;0.02;0;2.2;0;0.28;1.4
8100102;Carne de charque;Carnes industrializadas;13;Ensopado;0;0;0;0.06;0;0;0;0;0;0;0.49;0
8100103;Jaba;Carnes industrializadas;2;Cozido(a);0;0;0;0.06;0;0;0;0;0;0;0;0
8100103;Jaba;Carnes industrializadas;5;Frito(a);0;0;0;0.06;0;0;0;0;0;0;0.49;0
8100103;Jaba;Carnes industrializadas;7;Refogado(a);0;0;0;0.06;0;0;0;0;0;0;0.49;0
8100103;Jaba;Carnes industrializadas;99;Nao se aplica;0;0;0;0.06;0;0;0;0;0;0;0;0
8100201;Carne de sol;Carnes industrializadas;1;Cru(a);0;0;0;0.06;0;0;0;0;0;0;0;0
8100201;Carne de sol;Carnes industrializadas;2;Cozido(a);0;0;0;0.06;0;0;0;0;0;0;0;0
8100201;Carne de sol;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;0;0;0;0.06;0;0;0;0;0;0;0;0
8100201;Carne de sol;Carnes industrializadas;4;Assado(a);0;0;0;0.06;0;0;0;0;0;0;0;0
8100201;Carne de sol;Carnes industrializadas;5;Frito(a);0;0;0;0.06;0;0;0;0;0;0;0.49;0
8100201;Carne de sol;Carnes industrializadas;13;Ensopado;0;0;0;0.06;0;0;0;0;0;0;0.49;0
8100202;Carne do sertao;Carnes industrializadas;2;Cozido(a);0;0;0;0.06;0;0;0;0;0;0;0;0
8100202;Carne do sertao;Carnes industrializadas;4;Assado(a);0;0;0;0.06;0;0;0;0;0;0;0;0
8100202;Carne do sertao;Carnes industrializadas;5;Frito(a);0;0;0;0.06;0;0;0;0;0;0;0.49;0
8100502;Hamburguer de carne bovina;Carnes industrializadas;1;Cru(a);0;0;0.04;0.17;5.23;7.7;0.35;2.5;6;0.45;0.41;0
8100502;Hamburguer de carne bovina;Carnes industrializadas;2;Cozido(a);0;0;0.04;0.17;5.23;7.7;0.35;2.5;6;0.45;0.41;0
8100502;Hamburguer de carne bovina;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;0;0;0.04;0.17;5.23;7.7;0.35;2.5;6;0.45;0.41;0
8100502;Hamburguer de carne bovina;Carnes industrializadas;4;Assado(a);0;0;0.04;0.17;5.23;7.7;0.35;2.5;6;0.45;0.41;0
8100502;Hamburguer de carne bovina;Carnes industrializadas;5;Frito(a);0;0;0.04;0.17;5.23;7.7;0.35;2.5;6;0.45;0.62;0
8100502;Hamburguer de carne bovina;Carnes industrializadas;8;Molho vermelho;0;3.48;0.03;0.15;4.38;6.38;0.3;2;7;0.36;0.61;1.4
8100502;Hamburguer de carne bovina;Carnes industrializadas;99;Nao se aplica;0;0;0.04;0.17;5.23;7.7;0.35;2.5;6;0.45;0.41;0
8100802;Copa de porco defumada;Carnes industrializadas;99;Nao se aplica;0;0;0.82;0.26;5.3;9.18;0.3;1.06;5;0.8;0.49;0
8101005;Bacon;Carnes industrializadas;99;Nao se aplica;11;11;0.4;0.26;11.1;16.45;0.35;1.23;2;0.7;0.31;0
8101101;Hamburguer de frango;Carnes industrializadas;2;Cozido(a);18.68;19.74;0.18;0.22;5.11;8.53;0.24;0.36;31;0.59;0.2;0.6
8101101;Hamburguer de frango;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;18.68;19.74;0.18;0.22;5.11;8.53;0.24;0.36;31;0.59;0.2;0.6
8101101;Hamburguer de frango;Carnes industrializadas;4;Assado(a);18.68;19.74;0.18;0.22;5.11;8.53;0.24;0.36;31;0.59;0.2;0.6
8101101;Hamburguer de frango;Carnes industrializadas;5;Frito(a);18.68;19.74;0.18;0.22;5.11;8.53;0.24;0.36;31;0.59;0.76;0.6
8101101;Hamburguer de frango;Carnes industrializadas;6;Empanado(a)/a milanesa;18.68;19.74;0.18;0.22;5.11;8.53;0.24;0.36;31;0.59;0.76;0.6
8101101;Hamburguer de frango;Carnes industrializadas;99;Nao se aplica;18.68;19.74;0.18;0.22;5.11;8.53;0.24;0.36;31;0.59;0.2;0.6
8102101;Salsicha no varejo;Carnes industrializadas;1;Cru(a);12.99;12.99;0.08;0.09;2.13;3.85;0.14;0.6;1.62;0.32;0.14;0
8102101;Salsicha no varejo;Carnes industrializadas;2;Cozido(a);12.99;12.99;0.08;0.09;2.13;3.85;0.14;0.6;1.62;0.32;0.14;0
8102101;Salsicha no varejo;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;12.99;12.99;0.08;0.09;2.13;3.85;0.14;0.6;1.62;0.32;0.14;0
8102101;Salsicha no varejo;Carnes industrializadas;4;Assado(a);12.99;12.99;0.08;0.09;2.13;3.85;0.14;0.6;1.62;0.32;0.14;0
8102101;Salsicha no varejo;Carnes industrializadas;5;Frito(a);12.99;12.99;0.08;0.09;2.13;3.85;0.14;0.6;1.62;0.32;0.14;0
8102101;Salsicha no varejo;Carnes industrializadas;7;Refogado(a);12.99;12.99;0.08;0.09;2.13;3.85;0.14;0.6;1.62;0.32;0.14;0
8102101;Salsicha no varejo;Carnes industrializadas;8;Molho vermelho;31.09;31.47;0.09;0.12;1.8;3.45;0.12;0.57;4.89;0.48;0.18;0
8102101;Salsicha no varejo;Carnes industrializadas;9;Molho branco;0;3.48;0.29;0.13;2.89;4.68;0.06;0.34;3.8;0.56;0.46;1.4
8102101;Salsicha no varejo;Carnes industrializadas;10;Ao alho e oleo;12.99;12.99;0.08;0.09;2.13;3.85;0.14;0.6;1.62;0.32;0.14;0
8102101;Salsicha no varejo;Carnes industrializadas;11;Com manteiga/oleo;12.99;12.99;0.08;0.09;2.13;3.85;0.14;0.6;1.62;0.32;0.14;0
8102101;Salsicha no varejo;Carnes industrializadas;13;Ensopado;12.99;12.99;0.08;0.09;2.13;3.85;0.14;0.6;1.62;0.32;0.14;0
8102101;Salsicha no varejo;Carnes industrializadas;99;Nao se aplica;12.99;12.99;0.08;0.09;2.13;3.85;0.14;0.6;1.62;0.32;0.14;0
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;1;Cru(a);0;0;0.36;0.15;3.37;5.57;0.05;0.43;2;0.7;0.22;0
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;2;Cozido(a);0;0;0.36;0.15;3.37;5.57;0.05;0.43;2;0.7;0.22;0
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;0;0;0.36;0.15;3.37;5.57;0.05;0.43;2;0.7;0.22;0
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;4;Assado(a);0;0;0.36;0.15;3.37;5.57;0.05;0.43;2;0.7;0.22;0
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;5;Frito(a);0;0;0.36;0.15;3.37;5.57;0.05;0.43;2;0.7;0.22;0
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;6;Empanado(a)/a milanesa;0;0;0.36;0.15;3.37;5.57;0.05;0.43;2;0.7;0.22;0
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;7;Refogado(a);0;0;0.36;0.15;3.37;5.57;0.05;0.43;2;0.7;0.22;0
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;8;Molho vermelho;0;3.48;0.29;0.13;2.89;4.68;0.06;0.34;3.8;0.56;0.46;1.4
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;11;Com manteiga/oleo;0;0;0.36;0.15;3.37;5.57;0.05;0.43;2;0.7;0.22;0
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;13;Ensopado;0;0;0.36;0.15;3.37;5.57;0.05;0.43;2;0.7;0.22;0
8102204;Linguica (suina, bovina, mista, etc.);Carnes industrializadas;99;Nao se aplica;0;0;0.36;0.15;3.37;5.57;0.05;0.43;2;0.7;0.22;0
8102207;Linguica de frango;Carnes industrializadas;1;Cru(a);0;0;0.12;0.04;5.97;0;0;0;0;0;0;0
8102207;Linguica de frango;Carnes industrializadas;2;Cozido(a);0;0;0.12;0.04;5.97;0;0;0;0;0;0;0
8102207;Linguica de frango;Carnes industrializadas;3;Grelhado(a)/brasa/churrasco;0;0;0.12;0.04;5.97;0;0;0;0;0;0;0
8102207;Linguica de frango;Carnes industrializadas;4;Assado(a);0;0;0.12;0.04;5.97;0;0;0;0;0;0;0
8102207;Linguica de frango;Carnes industrializadas;5;Frito(a);0;0;0.11;0.05;5.67;0;0;0;0;0;0;0
8102401;Chourico;Carnes industrializadas;99;Nao se aplica;0;0;0.07;0.13;1.2;4.2;0.04;1;5;0.25;0.13;0
