Codigo_do_alimento ;Descricao_do_alimento ;Tipo;Codigo _da_preparacao;Descricao_da_preparacao;Retinol_(mcg);Vitamina_A_ERA_(mcg);Tiamina_(mg);Riboflavina_(mg);Niacina_(mg);Niacina_(NE)_(mg);Piridoxina_(mg);Cobalamina_(mcg);Folato_(DFE)_(mcg);Vitamina_D_(mcg);Vitamina_E_(mg);Vitamina_C_(mg)
6807701;Acerola;Frutas;99;Nao se aplica;0;121;0.02;0.06;0.4;0.4;0.01;0;14;0;0.13;1677.6
6807801;Kiwi;Frutas;99;Nao se aplica;0;4.33;0.03;0.03;0.34;0.59;0.06;0;25;0;1.31;92.7
6808001;Abiu;Frutas;99;Nao se aplica;0;0;0;0.04;0;0;0.05;0;0;0;0;10.3
6808201;Jurubeba;Frutas;99;Nao se aplica;0;0;0.13;0.02;0;0;0.2;0;0;0;0;13.8
6808401;Fruta (nao especificada);Frutas;99;Nao se aplica;0;3.21;0.03;0.07;0.67;0.82;0.37;0;20;0;0.13;8.7
6808601;Maca organica;Frutas;99;Nao se aplica;0;2.71;0.02;0.03;0.09;0.11;0.04;0;3;0;0.21;4.6
6808901;Acerola organica;Frutas;99;Nao se aplica;0;121;0.02;0.06;0.4;0.4;0.01;0;14;0;0.13;1677.6
6809901;Amora;Frutas;99;Nao se aplica;21.33;10.67;0.02;0.03;0.65;0.65;0.03;0;25;0;1.43;21
6810201;Jamelao (jamburao);Frutas;99;Nao se aplica;0;29.92;0.07;0.06;0.5;0.72;0.23;0;6;0;1;36
6900302;Demerara;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0.02;0;0;0;0;0;0;0;0
6900304;Acucar mascavo;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0.11;0.11;0.04;0;1;0;0;0
6900401;Rapadura;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0.05;0;0;0.2;0;0;0;0;0
6900402;Alfenim de cana;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0.05;0;0;0.2;0;0;0;0;0
6900403;Batida (rapadura);Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0.11;0.11;0.04;0;1;0;0;0
6900501;Sorvete de qualquer sabor industrializado;Acucares e produtos de confeitaria ;99;Nao se aplica;116;117.58;0.04;0.23;0.15;0.93;0.05;0.36;8.66;0.62;0.3;0.63
6900502;Picole de qualquer sabor industrializado;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0.7
6900601;Chiclete;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0;0;0
6900603;Bala;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0.01;0.01;0;0;0;0;0;0
6900604;Caramelo (bala);Acucares e produtos de confeitaria ;99;Nao se aplica;11;11.17;0.1;0.26;0.15;1.15;0.06;0.3;4;0.02;0.46;0.4
6900605;Drops;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0.01;0.01;0;0;0;0;0;0
6900606;Pastilha;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0;0;0
6900607;Pirulito;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0.01;0.01;0;0;0;0;0;0
6900609;Goma de mascar;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0;0;0
6900610;Jujuba;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0.01;0.01;0.01;0;0;0;0;0;0
6900701;Tablete de chocolate;Acucares e produtos de confeitaria ;99;Nao se aplica;56;56.67;0.11;0.3;0.39;1.87;0.04;0.75;11;0;0.51;0
6900702;Barra de chocolate;Acucares e produtos de confeitaria ;99;Nao se aplica;56;56.67;0.11;0.3;0.39;1.87;0.04;0.75;11;0;0.51;0
6900706;Confete;Acucares e produtos de confeitaria ;99;Nao se aplica;61;61;0.08;0.21;0.27;1.1;0.03;0.53;8;0;0.36;0.5
6900801;Chocolate em po de qualquer marca;Acucares e produtos de confeitaria ;99;Nao se aplica;1.08;1.09;0.05;0.18;0.19;0.93;0.05;0.21;4.33;0;1.16;0.14
6900818;Ovomaltine;Acucares e produtos de confeitaria ;99;Nao se aplica;529;529;0.53;0.6;7.05;9.38;0.11;1.32;0;1.92;0.04;105.82
6900821;Achocolatado em po;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.01;0.06;0.2;1.33;0.91;0;4;0;0.04;27.3
6900822;Toddynho;Acucares e produtos de confeitaria ;99;Nao se aplica;26.1;26.52;0.04;0.16;0.13;0.88;0.04;0.33;5.02;1;0.06;0.9
6900901;Bombom de qualquer marca;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.01;0.02;0;0;0;0;0;0;0;0
6900904;Trufa ;Acucares e produtos de confeitaria ;99;Nao se aplica;97.82;99.47;0.05;0.09;0.34;1.23;0.03;0.04;10.76;0.94;0.52;0.08
6901001;Geleia de frutas de qualquer marca ou sabor;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.02;0.08;0.04;0.12;0.02;0;11;0;0.12;8.8
6901002;Mousse de qualquer sabor (Geleia) ;Acucares e produtos de confeitaria ;99;Nao se aplica;160.19;162.66;0.04;0.21;0.12;1.23;0.05;0.38;15.95;0.98;0.7;0.25
6901101;Geleia de mocoto;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0.01;0;0;0;0;1.07;0;0;0
6901201;Doce de frutas em pasta de qualquer sabor;Acucares e produtos de confeitaria ;99;Nao se aplica;0;9.35;0.02;0.03;0.33;0.44;0.03;0;14.7;0;0.22;68.49
6901203;Pasta de amendoim;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.07;0.11;13.4;17.19;0.54;0;74;0;8.99;0
6901204;Pessegada;Acucares e produtos de confeitaria ;99;Nao se aplica;0;38.17;0.01;0.03;0.61;0.63;0.02;0;3;0;0.73;2.8
6901206;Marmelada;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.02;0.08;0.04;0.12;0.02;0;11;0;0.12;8.8
6901209;Figada;Acucares e produtos de confeitaria ;99;Nao se aplica;0;1.83;0.02;0.04;0.43;0.48;0.07;0;2;0;0.12;1
6901211;Goiabada;Acucares e produtos de confeitaria ;99;Nao se aplica;0;9.35;0.02;0.03;0.33;0.44;0.03;0;14.7;0;0.22;68.49
6901214;Caju em pasta;Acucares e produtos de confeitaria ;99;Nao se aplica;0;9.35;0.02;0.03;0.33;0.44;0.03;0;14.7;0;0.22;68.49
6901224;Mariola;Acucares e produtos de confeitaria ;99;Nao se aplica;0;9.35;0.02;0.03;0.33;0.44;0.03;0;14.7;0;0.22;68.49
6901301;Doce de frutas em calda de qualquer sabor;Acucares e produtos de confeitaria ;99;Nao se aplica;0;38.17;0.01;0.03;0.61;0.63;0.02;0;3;0;0.73;2.8
6901401;Doce de frutas cristalizado de qualquer sabor;Acucares e produtos de confeitaria ;99;Nao se aplica;0;9.35;0.02;0.03;0.33;0.44;0.03;0;14.7;0;0.22;68.49
6901501;Melado;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0.05;0;0;0.2;0;0;0;0;0
6901602;Mel ;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0.04;0.12;0.19;0.02;0;2;0;0;0.5
6901701;Gelatina de qualquer sabor;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.02;0.08;0.04;0.12;0.02;0;11;0;0.12;8.8
6901801;Adocante artificial;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0
6902004;Merengue;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0.27;0.06;1.25;0;0.05;2.28;0;0;0
6902301;Schimier de cana;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0.05;0;0;0.2;0;0;0;0;0
6902401;Fruta seca ou desidratada;Acucares e produtos de confeitaria ;99;Nao se aplica;0;39.08;0.05;0.19;1.88;2.3;0.21;0;4;0;0.37;0.6
6902402;Passa;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.11;0.13;0.77;1.6;0.17;0;5;0;0.11;2.3
6902601;Pudim de qualquer sabor;Acucares e produtos de confeitaria ;99;Nao se aplica;64.57;65.21;0.05;0.27;0.09;1.62;0.06;0.6;15.36;1.02;0.32;0
6902607;Danette pudim;Acucares e produtos de confeitaria ;99;Nao se aplica;64.57;65.21;0.05;0.27;0.09;1.62;0.06;0.6;15.36;1.02;0.32;0
6902701;Manjar;Acucares e produtos de confeitaria ;99;Nao se aplica;85.82;86.88;0.07;0.38;0.19;2.02;0.08;0.48;17.33;0.9;0.37;1.64
6902901;Cuscuz;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0.06;0.06;0.03;1.19;2.12;0.04;0;6.82;0;0.05;0
6902902;Cuscuz de tapioca;Acucares e produtos de confeitaria ;99;Nao se aplica;45.19;45.71;0.05;0.22;0.1;1.48;0.05;0.51;10.01;1.01;0.18;0
6903001;Maria-mole;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.02;0.02;0.27;0.59;0.15;0;5.11;0;0.23;0.89
6903101;Cocada;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.02;0.02;0.17;0.36;0.1;0;2.8;0;0.14;0.25
6903102;Quebra-queixo;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.02;0.02;0.17;0.36;0.1;0;2.8;0;0.14;0.25
6903201;Doce de amendoim;Acucares e produtos de confeitaria ;99;Nao se aplica;30.53;32.04;0.05;0.04;5.49;7.02;0.18;0;47.66;0;2.87;0.32
6903202;Pe de moleque;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.22;0.1;5.71;7.21;0.09;0;43.37;0;2.39;5.9
6903203;Pacoca;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.19;0.04;5.86;7.55;0.11;0;64.7;0;3;0
6903204;Torrao de amendoim;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0.04;0.11;0.53;1.72;3.58;0.08;0;25.55;0;13.07;0.13
6903205;Pacoquinha de amendoim;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.19;0.04;5.86;7.55;0.11;0;64.7;0;3;0
6903207;Amendoim caramelizado;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.22;0.1;5.71;7.21;0.09;0;43.37;0;2.39;5.9
6903208;Amendoim amanteigado;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.64;0.14;12.07;16.23;0.35;0;240;0;8.33;0
6903209;Amendoim achocolatado;Acucares e produtos de confeitaria ;99;Nao se aplica;41;41.5;0.12;0.17;4.25;6.58;0.1;0.53;51;0;2.4;0
6903303;Amendoim apimentado;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.64;0.14;12.07;16.23;0.35;0;240;0;8.33;0
6903304;Amendoim cozido;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.26;0.06;5.26;7.44;0.15;0;75;0;4.1;0
6903601;Brigadeiro;Acucares e produtos de confeitaria ;99;Nao se aplica;87.31;89.36;0.09;0.39;0.22;1.99;0.05;0.41;10.48;0.12;0.24;2.45
6903701;Bomba de qualquer tipo;Acucares e produtos de confeitaria ;99;Nao se aplica;250.49;254.72;0.17;0.28;1.09;2.41;0.05;0.41;50.88;0.97;0.98;0.21
6903801;Mil folhas;Acucares e produtos de confeitaria ;99;Nao se aplica;131.16;133.57;0.12;0.13;0.85;1.36;0.02;0.1;30.21;0.49;0.57;0.19
6903901;Queijadinha;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.02;0.02;0.17;0.36;0.1;0;2.8;0;0.14;0.25
6904101;Doce a base de ovos;Acucares e produtos de confeitaria ;99;Nao se aplica;64.57;65.21;0.05;0.27;0.09;1.62;0.06;0.6;15.36;1.02;0.32;0
6904104;Cacarola italiana;Acucares e produtos de confeitaria ;99;Nao se aplica;85.82;86.88;0.07;0.38;0.19;2.02;0.08;0.48;17.33;0.9;0.37;1.64
6904105;Quindim;Acucares e produtos de confeitaria ;99;Nao se aplica;64.57;65.21;0.05;0.27;0.09;1.62;0.06;0.6;15.36;1.02;0.32;0
6904108;Fios de ovos;Acucares e produtos de confeitaria ;99;Nao se aplica;64.57;65.21;0.05;0.27;0.09;1.62;0.06;0.6;15.36;1.02;0.32;0
6904201;Doce a base de leite;Acucares e produtos de confeitaria ;99;Nao se aplica;72.7;73.87;0.09;0.41;0.21;2.07;0.05;0.44;10.96;0.13;0.16;2.59
6904202;Pave de qualquer sabor;Acucares e produtos de confeitaria ;99;Nao se aplica;230.15;234.49;0.06;0.17;0.47;1.35;0.06;0.36;24.27;0.67;0.53;0.16
6904203;Ambrosia;Acucares e produtos de confeitaria ;99;Nao se aplica;44.83;45.43;0.04;0.2;0.09;1.28;0.04;0.46;10.59;0.83;0.24;0.26
6904204;Leite geleificado;Acucares e produtos de confeitaria ;99;Nao se aplica;64.57;65.21;0.05;0.27;0.09;1.62;0.06;0.6;15.36;1.02;0.32;0
6904205;Chandele de qualquer sabor;Acucares e produtos de confeitaria ;99;Nao se aplica;64.57;65.21;0.05;0.27;0.09;1.62;0.06;0.6;15.36;1.02;0.32;0
6904302;Mumu ;Acucares e produtos de confeitaria ;99;Nao se aplica;72.7;73.87;0.09;0.41;0.21;2.07;0.05;0.44;10.96;0.13;0.16;2.59
6904401;Canudinho recheado;Acucares e produtos de confeitaria ;99;Nao se aplica;0.87;8.07;0.03;0.05;0.95;1.44;0.08;0;28.33;0;0.08;2.92
6904501;Sarolho;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0
6904502;Beiju;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0
6904601;Schimier de fruta (exceto de cana);Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.02;0.08;0.04;0.12;0.02;0;11;0;0.12;8.8
6904701;Beijo de moca;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0.02;0;0;0;0;0;0;0;0
6904801;Picole ensacado;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0.7
6904807;Geladinho;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0.5;0.02;0.01;0.08;0.09;0.01;0;1.13;0;0.11;1.83
6905001;Churro;Acucares e produtos de confeitaria ;99;Nao se aplica;191.56;195.32;0.21;0.15;1.59;2.21;0.01;0.05;55.34;0.4;0.68;0
6905101;Pamonha;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0
6905401;Algodao-doce;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0.02;0;0;0;0;0;0;0;0
6905603;Io-Io crem (chocolate em creme);Acucares e produtos de confeitaria ;99;Nao se aplica;1;1;0.03;0.09;0.25;1.42;0.02;0.06;4;0;2.63;0.2
6905801;Ovo de pascoa;Acucares e produtos de confeitaria ;99;Nao se aplica;56;56.67;0.11;0.3;0.39;1.87;0.04;0.75;11;0;0.51;0
6905804;Kinder ovo;Acucares e produtos de confeitaria ;99;Nao se aplica;56;56.67;0.11;0.3;0.39;1.87;0.04;0.75;11;0;0.51;0
6905901;Torrone;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0.04;0.11;0.53;1.72;3.58;0.08;0;25.55;0;13.07;0.13
6906001;Arroz-doce;Acucares e produtos de confeitaria ;99;Nao se aplica;19.43;19.72;0.08;0.13;0.52;1.55;0.05;0.31;16.42;0.69;0.05;0
6906404;Polpa de coco;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;1.6
6906501;Diet shake;Acucares e produtos de confeitaria ;99;Nao se aplica;803.11;803.22;1.61;0.7;25;29.62;2.14;4.29;588.8;3.57;24.12;64.29
6906502;Concentrado alimentar diet shake;Acucares e produtos de confeitaria ;99;Nao se aplica;803.11;803.22;1.61;0.7;25;29.62;2.14;4.29;588.8;3.57;24.12;64.29
6906602;Acucar ;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0.02;0;0;0;0;0;0;0;0
6907001;Acucar light;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0
6907201;Barra de cereais;Acucares e produtos de confeitaria ;99;Nao se aplica;607.36;607.49;1.02;1.15;13.51;14.22;1.35;0;178.46;0;3.2;0.1
6907202;Barra de cereais salgada;Acucares e produtos de confeitaria ;99;Nao se aplica;607.36;607.49;1.02;1.15;13.51;14.22;1.35;0;178.46;0;3.2;0.1
6907203;Barra de cereais doce;Acucares e produtos de confeitaria ;99;Nao se aplica;607.36;607.49;1.02;1.15;13.51;14.22;1.35;0;178.46;0;3.2;0.1
6907301;Sobremesa de qualquer tipo (exceto infantil);Acucares e produtos de confeitaria ;99;Nao se aplica;64.57;65.21;0.05;0.27;0.09;1.62;0.06;0.6;15.36;1.02;0.32;0
6907401;Rabanada;Acucares e produtos de confeitaria ;99;Nao se aplica;40;0;0.02;0.19;0.6;0;0.05;0;0;0;0;0
6907501;Milk shake ;Acucares e produtos de confeitaria ;99;Nao se aplica;76.22;77.11;0.03;0.19;0.14;0.79;0.04;0.34;4.37;0.77;0.17;0.4
6907901;Geleia diet;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0.32;0.01;0.01;0.21;0.29;0.03;0;13.2;0;0.15;32.34
6908001;Doce de frutas diet;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0.32;0.01;0.01;0.21;0.29;0.03;0;13.2;0;0.15;32.34
6908401;Pasteis de santa clara;Acucares e produtos de confeitaria ;99;Nao se aplica;64.57;65.21;0.05;0.27;0.09;1.62;0.06;0.6;15.36;1.02;0.32;0
6908501;Suspiro;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0.27;0.06;1.25;0;0.05;2.28;0;0;0
6909301;Doce de frutas cristalizado de qualquer sabor diet;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0.32;0.01;0.01;0.21;0.29;0.03;0;13.2;0;0.15;32.34
6909601;Sorvete de qualquer sabor industrializado light;Acucares e produtos de confeitaria ;99;Nao se aplica;101.02;105.68;0.04;0.21;0.13;1.39;0.04;0.33;5;0.6;0.21;1
6909701;Sorvete de qualquer sabor industrializado diet;Acucares e produtos de confeitaria ;99;Nao se aplica;116;117.58;0.04;0.24;0.12;0.87;0.05;0.39;5;0.44;0.3;0.6
6909803;Bala light;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0
6909901;Chiclete diet;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0
6909903;Bala diet;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0
6910002;Barra de chocolate light;Acucares e produtos de confeitaria ;99;Nao se aplica;0.62;0.65;0.12;0.44;0.85;2.99;0.08;0.62;19.49;0;4.47;0.87
6910102;Barra de chocolate diet;Acucares e produtos de confeitaria ;99;Nao se aplica;0.62;0.65;0.12;0.44;0.85;2.99;0.08;0.62;19.49;0;4.47;0.87
6910221;Achocolatado em po light;Acucares e produtos de confeitaria ;99;Nao se aplica;4.72;4.68;0.28;1.06;0.83;7.57;0.26;1.93;28.74;0;0.02;2.22
6910321;Achocolatado em po diet;Acucares e produtos de confeitaria ;99;Nao se aplica;4.63;4.68;0.28;1.06;0.83;7.57;0.26;1.93;28.74;0;0.02;2.22
6910322;Toddynho diet;Acucares e produtos de confeitaria ;99;Nao se aplica;26.86;27.26;0.05;0.21;0.14;1.45;0.11;0.46;5.66;0.96;0.07;2.36
6910401;Bombom de qualquer marca light;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.01;0.02;0;0;0;0;0;0;0;0
6910501;Bombom de qualquer marca diet;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.01;0.02;0;0;0;0;0;0;0;0
6910502;Bombom caramelizado de qualquer marca diet;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.01;0.02;0;0;0;0;0;0;0;0
6910601;Geleia de frutas de qualquer marca ou sabor light;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0.26;0.02;0.03;0.17;0.17;0.04;0;1.9;0;0;0.06
6910604;Geleia light;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0.26;0.02;0.03;0.17;0.17;0.04;0;1.9;0;0;0.06
6910605;Geleia de frutas light;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0.26;0.02;0.03;0.17;0.17;0.04;0;1.9;0;0;0.06
6910701;Doce de frutas em barra ou pasta light;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0.26;0.02;0.03;0.17;0.17;0.04;0;1.9;0;0;0.06
6910702;Doce de frutas em pasta light;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0.26;0.02;0.03;0.17;0.17;0.04;0;1.9;0;0;0.06
6910801;Pudim de qualquer sabor light;Acucares e produtos de confeitaria ;99;Nao se aplica;84.57;85.04;0.03;0.27;0.08;1.22;0.06;0.6;15.36;1.22;0.29;0
6910808;Pudim danette light;Acucares e produtos de confeitaria ;99;Nao se aplica;84.57;85.04;0.03;0.27;0.08;1.22;0.06;0.6;15.36;1.22;0.29;0
6910901;Pudim de qualquer sabor diet;Acucares e produtos de confeitaria ;99;Nao se aplica;84.57;85.04;0.03;0.27;0.08;1.22;0.06;0.6;15.36;1.22;0.29;0
6911201;Doce de leite light;Acucares e produtos de confeitaria ;99;Nao se aplica;31.53;31.98;0.1;0.43;0.23;2.39;0.08;1.12;11.48;0.07;0.08;0
6911301;Doce de leite diet;Acucares e produtos de confeitaria ;99;Nao se aplica;31.53;31.98;0.1;0.43;0.23;2.39;0.08;1.12;11.48;0.07;0.08;0
6912501;Barra de cereais diet;Acucares e produtos de confeitaria ;99;Nao se aplica;0;1.3;0.23;0.1;2.26;3.43;0.28;0;49.6;0;1.18;37.08
6912502;Barra de cereais doce diet;Acucares e produtos de confeitaria ;99;Nao se aplica;0;1.3;0.23;0.1;2.26;3.43;0.28;0;49.6;0;1.18;37.08
6912801;Milk shake diet;Acucares e produtos de confeitaria ;99;Nao se aplica;803.11;803.22;1.61;0.7;25;29.62;2.14;4.29;588.8;3.57;24.12;64.29
6913001;Cocada diet;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.02;0.02;0.17;0.36;0.1;0;2.8;0;0.14;0.25
6913101;Doce de amendoim diet;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.09;0.09;13.83;17.68;0.46;0;120;0;6.94;0.8
6913103;Pacoca diet;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0.09;0.09;13.83;17.68;0.46;0;120;0;6.94;0.8
6913108;Amendoim amanteigado diet;Acucares e produtos de confeitaria ;99;Nao se aplica;71.01;72.4;0.17;0.04;3.2;4.33;0.09;0.02;63.81;0.15;2.45;0
6913801;Doce a base de leite diet;Acucares e produtos de confeitaria ;99;Nao se aplica;31.53;31.98;0.1;0.43;0.23;2.39;0.08;1.12;11.48;0.07;0.08;0
6913901;Gelatina de qualquer sabor light;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0.26;0.02;0.03;0.17;0.17;0.04;0;1.9;0;0;0.06
6914001;Adocante light;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0
6914002;Adocante em po light;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0
6914003;Adocante liquido light;Acucares e produtos de confeitaria ;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0
7001501;Mostarda molho;Sais e condimentos;99;Nao se aplica;0;3.5;0.34;0.03;0.52;0.67;0.06;0;7;0;0.36;1.5
7002304;Hortela;Sais e condimentos;99;Nao se aplica;0;0;0.01;0;0;0;0;0;1;0;0;0
7002401;Alcaparra em conserva;Sais e condimentos;99;Nao se aplica;0;6.92;0.02;0.14;0.65;0.97;0.02;0;23;0;0.88;4.3
7002601;Coentro;Sais e condimentos;99;Nao se aplica;0;292.5;1.25;1.5;10.71;10.71;0.61;0;274;0;1.03;566.7
7003601;Molho de soja;Sais e condimentos;99;Nao se aplica;0;0;0.03;0.17;2.2;3.7;0.15;0;14;0;0;0
7003604;Shoyo;Sais e condimentos;99;Nao se aplica;0;0;0.03;0.17;2.2;3.7;0.15;0;14;0;0;0
7003801;Leite de coco;Sais e condimentos;99;Nao se aplica;0;0;0.02;0;0.67;0.99;0.03;0;14.03;0;0.01;1.1
7004301;Maionese (molho);Sais e condimentos;99;Nao se aplica;9.89;13.68;0.01;0.02;0.02;0.11;0.02;0.05;4.04;0.07;1.96;0.12
7004701;Massa de tomate;Sais e condimentos;99;Nao se aplica;0;25.5;0.03;0.08;1.47;1.65;0.13;0;11;0;1.95;10.6
7004801;Molho de tomate;Sais e condimentos;99;Nao se aplica;0;17.42;0.02;0.07;0.98;1.14;0.1;0;11;0;1.42;7
7004802;Ketchup;Sais e condimentos;99;Nao se aplica;0;46.67;0.01;0.13;1.43;1.73;0.15;0;10;0;1.46;15.1
7004803;Catchup;Sais e condimentos;99;Nao se aplica;0;46.67;0.01;0.13;1.43;1.73;0.15;0;10;0;1.46;15.1
7006101;Pimenta em po;Sais e condimentos;99;Nao se aplica;0;15;0.11;0.24;1.14;1.14;0.29;0;10;0;0.72;21
7007101;Tucupi em caldo sem pimenta;Sais e condimentos;99;Nao se aplica;21.28;10.64;0;0;0;0.01;0;0;0.05;0;0.01;0.1
7007502;Creme de queijo;Sais e condimentos;99;Nao se aplica;127.23;130.14;0.06;0.25;0.31;3.08;0.05;0.6;13.29;0.89;0.26;0
7007701;Caldo de peixe;Sais e condimentos;99;Nao se aplica;1;1;0;0.03;1.37;1.75;0.01;0.1;4;0.19;0.15;0
7007901;Caldo de tomate;Sais e condimentos;99;Nao se aplica;0;6.33;0.04;0.03;0.48;0.61;0.02;0;8.79;0;0.49;5.69
7009102;Gergelim;Sais e condimentos;99;Nao se aplica;0;3.33;0.7;0.09;5.8;11.3;0.4;0;115;0;1.68;0
7010301;Tomate seco;Sais e condimentos;99;Nao se aplica;0;64.33;0.19;0.38;3.63;4.25;0.32;0;23;0;1.85;101.8
7010401;Maionese (molho) light;Sais e condimentos;99;Nao se aplica;10.11;13.62;0.01;0.03;0.02;0.13;0.02;0.06;3.7;0.07;0.82;0.11
7010501;Molho de soja light;Sais e condimentos;99;Nao se aplica;0;0;0.05;0.13;3.37;4.6;0.17;0;16.04;0;0;0
7010601;Leite de coco light;Sais e condimentos;99;Nao se aplica;0;0;0.02;0;0.67;0.99;0.03;0;14.03;0;0.01;1.1
7079202;Vinagrete;Sais e condimentos;99;Nao se aplica;0;39.19;0.03;0.02;0.27;0.39;0.05;0;17.93;0;1.07;13.73
7100101;File-mignon;Carnes e visceras;2;Cozido(a);0;0;0.07;0.16;5.36;8.73;0.4;1.71;10;0.6;0.43;0
7100101;File-mignon;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;0;0;0.07;0.16;5.36;8.73;0.4;1.71;10;0.6;0.43;0
7100101;File-mignon;Carnes e visceras;4;Assado(a);0;0;0.07;0.16;5.36;8.73;0.4;1.71;10;0.6;0.43;0
7100101;File-mignon;Carnes e visceras;5;Frito(a);0;0;0.07;0.16;5.36;8.73;0.4;1.71;10;0.6;0.64;0
7100101;File-mignon;Carnes e visceras;6;Empanado(a)/a milanesa;0;0;0.11;0.19;5.62;9.08;0.41;1.71;19.07;0.6;0.64;0
7100101;File-mignon;Carnes e visceras;7;Refogado(a);0;0;0.07;0.16;5.36;8.73;0.4;1.71;10;0.6;0.64;0
